Participant, ParticipantID, Condition, Gesture, Attempt Number, Outcome, Gesture Length (ns), Ideal Gesture Length, Difference,Diff,,Participant, ParticipantID, Condition, Gesture, Attempt Number, Outcome, Gesture Length (ns), Ideal Gesture Length, Difference,Diff
22,829035654, Control, Flick Up,3, Correct,1033851926,1007000000,-26851926,,,14,904222535, Return, Flick Left,3, Correct,648440623,1005000000,356559377,
22,829035654, Control, Flick Up,4, Correct,1219326563,1007000000,-212326563,147076248,,14,904222535, Return, Flick Left,4, Correct,405240728,1005000000,599759272,-410025988
24,829043202, Control, Double Flip Right,0, Correct,467669166,1010000000,,,,14,904223203, Return, Flick Right,0, Correct,235964790,1004000000,768035210,
24,829043202, Control, Double Flip Right,1, Correct,328867813,1010000000,,,,14,904223203, Return, Flick Right,1, Correct,302243854,1004000000,701756146,
24,829043202, Control, Double Flip Right,2, Correct,186475312,1010000000,,,,14,904223203, Return, Flick Right,2, Correct,350720365,1004000000,653279635,
24,829043202, Control, Double Flip Right,3, Correct,269664427,1010000000,,,,14,904223203, Return, Flick Right,3, Correct,236491719,1004000000,767508281,
24,829043202, Control, Double Flip Right,4, Correct,302532500,1010000000,,165136666,,14,904223203, Return, Flick Right,4, Correct,244758022,1004000000,759241978,168749009
24,829043344, Control, Flick Down,0, Correct,327630521,1004000000,676369479,,,14,904222724, Return, Flick Up,0, Correct,253650574,1007000000,753349426,
24,829043344, Control, Flick Down,1, Correct,291900885,1004000000,712099115,,,14,904222724, Return, Flick Up,1, Correct,153256613,1007000000,853743387,
24,829043344, Control, Flick Down,2, Correct,226716458,1004000000,777283542,,,14,904222724, Return, Flick Up,2, Correct,187918282,1007000000,819081718,
24,829043344, Control, Flick Down,3, Correct,97718437,1004000000,906281563,,,14,904222724, Return, Flick Up,3, Correct,217512969,1007000000,789487031,
24,829043344, Control, Flick Down,4, Correct,161825469,1004000000,842174531,165805052,,14,904222724, Return, Flick Up,4, Correct,190382864,1007000000,816617136,27245053
24,829042744, Control, Flick Left,0, Correct,326887135,1005000000,678112865,,,15,904005726, Return, Double Flip Right,0, Correct,304017760,1010000000,705982240,
24,829042744, Control, Flick Left,1, Correct,458898697,1005000000,546101303,,,15,904005726, Return, Double Flip Right,1, Correct,330787604,1010000000,679212396,
24,829042744, Control, Flick Left,2, Correct,504991459,1005000000,500008541,,,15,904005726, Return, Double Flip Right,2, Correct,296217396,1010000000,713782604,
24,829042744, Control, Flick Left,4, Correct,353837447,1005000000,651162553,,,15,904005726, Return, Double Flip Right,3, Correct,352621927,1010000000,657378073,
24,829042744, Control, Flick Left,5, Correct,91665677,1005000000,913334323,235221458,,15,904005726, Return, Double Flip Right,4, Correct,316017032,1010000000,693982968,-162239063
24,829043256, Control, Flick Right,0, Correct,393810676,1004000000,610189324,,,15,904005851, Return, Flick Down,0, Correct,294592187,1004000000,709407813,
24,829043256, Control, Flick Right,1, Correct,197747448,1004000000,806252552,,,15,904005851, Return, Flick Down,1, Correct,154495573,1004000000,849504427,
24,829043256, Control, Flick Right,2, Correct,222331980,1004000000,781668020,,,15,904005851, Return, Flick Down,2, Correct,323099373,1004000000,680900627,
24,829043256, Control, Flick Right,4, Correct,360819791,1004000000,643180209,,,15,904005851, Return, Flick Down,3, Correct,253553802,1004000000,750446198,
24,829043256, Control, Flick Right,5, Correct,91833854,1004000000,912166146,301976822,,15,904005851, Return, Flick Down,4, Correct,292920988,1004000000,711079012,62463230
24,829043039, Control, Flick Up,0, Correct,334236354,1007000000,672763646,,,15,904005455, Return, Flick Left,1, Correct,233040520,1005000000,771959480,
24,829043039, Control, Flick Up,1, Correct,624477135,1007000000,382522865,,,15,904005455, Return, Flick Left,2, Correct,157335364,1005000000,847664636,
24,829043039, Control, Flick Up,2, Correct,265488751,1007000000,741511249,,,15,904005455, Return, Flick Left,3, Correct,419687604,1005000000,585312396,
24,829043039, Control, Flick Up,3, Correct,294956042,1007000000,712043958,,,15,904005455, Return, Flick Left,4, Correct,355710311,1005000000,649289689,
24,829043039, Control, Flick Up,4, Correct,249389061,1007000000,757610939,84847293,,15,904005455, Return, Flick Left,5, Correct,262573854,1005000000,742426146,-62789323
26,829045537, Control, Double Flip Left,1, Correct,187975938,1010000000,,,,15,904005811, Return, Flick Right,0, Correct,271878699,1004000000,732121301,
26,829045537, Control, Double Flip Left,2, Correct,318069792,1010000000,,,,15,904005811, Return, Flick Right,1, Correct,246184531,1004000000,757815469,
26,829045537, Control, Double Flip Left,3, Correct,248489583,1010000000,,,,15,904005811, Return, Flick Right,2, Correct,191153645,1004000000,812846355,
26,829045537, Control, Double Flip Left,4, Correct,157558126,1010000000,,,,15,904005811, Return, Flick Right,3, Correct,180632448,1004000000,823367552,
26,829045537, Control, Double Flip Left,5, Correct,252976718,1010000000,,-65000780,,15,904005811, Return, Flick Right,4, Correct,224743230,1004000000,779256770,81941406
26,829045721, Control, Flick Down,0, Correct,244213541,1004000000,759786459,,,15,904005642, Return, Flick Up,0, Correct,549610000,1007000000,457390000,
26,829045721, Control, Flick Down,1, Correct,271789635,1004000000,732210365,,,15,904005642, Return, Flick Up,1, Correct,243931875,1007000000,763068125,
26,829045721, Control, Flick Down,2, Correct,163030156,1004000000,840969844,,,15,904005642, Return, Flick Up,2, Correct,454228490,1007000000,552771510,
26,829045721, Control, Flick Down,4, Correct,231636980,1004000000,772363020,,,15,904005642, Return, Flick Up,3, Correct,280076563,1007000000,726923437,
26,829045721, Control, Flick Down,5, Correct,374189531,1004000000,629810469,-129975990,,15,904005642, Return, Flick Up,4, Correct,253914948,1007000000,753085052,-55333333
26,829045330, Control, Flick Left,0, Correct,461758698,1005000000,543241302,,,16,904012112, Return, Double Flip Right,0, Correct,279176146,1010000000,730823854,
26,829045330, Control, Flick Left,1, Correct,451668854,1005000000,553331146,,,16,904012112, Return, Double Flip Right,2, Correct,173299843,1010000000,836700157,
26,829045330, Control, Flick Left,2, Correct,548606978,1005000000,456393022,,,16,904012112, Return, Double Flip Right,3, Correct,184677863,1010000000,825322137,
26,829045330, Control, Flick Left,3, Correct,332533437,1005000000,672466563,,,16,904012112, Return, Double Flip Right,4, Correct,417477604,1010000000,592522396,
26,829045330, Control, Flick Left,4, Correct,224909583,1005000000,780090417,236849115,,16,904012112, Return, Double Flip Right,6, Correct,374901824,1010000000,635098176,-163562656
26,829045635, Control, Flick Right,0, Correct,179555156,1004000000,824444844,,,16,904012243, Return, Flick Down,0, Correct,223576822,1004000000,780423178,
26,829045635, Control, Flick Right,1, Correct,227060572,1004000000,776939428,,,16,904012243, Return, Flick Down,1, Correct,359474271,1004000000,644525729,
26,829045635, Control, Flick Right,2, Correct,199773801,1004000000,804226199,,,16,904012243, Return, Flick Down,2, Correct,236068489,1004000000,767931511,
26,829045635, Control, Flick Right,3, Correct,250250417,1004000000,753749583,,,16,904012243, Return, Flick Down,3, Correct,274731197,1004000000,729268803,
26,829045635, Control, Flick Right,4, Correct,373885729,1004000000,630114271,-194330573,,16,904012243, Return, Flick Down,4, Correct,5016191196,1004000000,-4012191196,100170627
26,829045438, Control, Flick Up,0, Correct,415061302,1007000000,591938698,,,16,904011859, Return, Flick Left,0, Correct,339268750,1005000000,665731250,
26,829045438, Control, Flick Up,1, Correct,266058646,1007000000,740941354,,,16,904011859, Return, Flick Left,1, Correct,356319375,1005000000,648680625,
26,829045438, Control, Flick Up,2, Correct,269161146,1007000000,737838854,,,16,904011859, Return, Flick Left,2, Correct,264487552,1005000000,740512448,
26,829045438, Control, Flick Up,3, Correct,224216772,1007000000,782783228,,,16,904011859, Return, Flick Left,3, Correct,229316719,1005000000,775683281,
26,829045438, Control, Flick Up,4, Correct,214574323,1007000000,792425677,200486979,,16,904011859, Return, Flick Left,4, Correct,263852656,1005000000,741147344,4786874477
28,901213252, Control, Double Flip Right,0, Correct,465040522,1010000000,,,,16,904012204, Return, Flick Right,0, Correct,105662136,1004000000,898337864,
28,901213252, Control, Double Flip Right,1, Correct,382284114,1010000000,,,,16,904012204, Return, Flick Right,1, Correct,138397032,1004000000,865602968,
28,901213252, Control, Double Flip Right,2, Correct,378240677,1010000000,,,,16,904012204, Return, Flick Right,2, Correct,271688750,1004000000,732311250,
28,901213252, Control, Double Flip Right,3, Correct,365157083,1010000000,,,,16,904012204, Return, Flick Right,3, Correct,181724740,1004000000,822275260,
28,901213252, Control, Double Flip Right,4, Correct,392467552,1010000000,,72572970,,16,904012204, Return, Flick Right,4, Correct,222401614,1004000000,781598386,82127916
28,901213424, Control, Flick Down,0, Correct,386591614,1004000000,617408386,,,16,904012024, Return, Flick Up,0, Correct,483698385,1007000000,523301615,
28,901213424, Control, Flick Down,1, Correct,456800624,1004000000,547199376,,,16,904012024, Return, Flick Up,1, Correct,486321979,1007000000,520678021,
28,901213424, Control, Flick Down,2, Correct,354165261,1004000000,649834739,,,16,904012024, Return, Flick Up,2, Correct,324879011,1007000000,682120989,
28,901213424, Control, Flick Down,3, Correct,394859270,1004000000,609140730,,,16,904012024, Return, Flick Up,3, Correct,148139115,1007000000,858860885,
28,901213424, Control, Flick Down,4, Correct,381929636,1004000000,622070364,4661978,,16,904012024, Return, Flick Up,4, Correct,308603334,1007000000,698396666,74262499
28,901213006, Control, Flick Left,0, Correct,411262968,1005000000,593737032,,,17,904223936, Return, Double Flip Right,0, Correct,323972448,1010000000,686027552,
28,901213006, Control, Flick Left,1, Correct,432608386,1005000000,572391614,,,17,904223936, Return, Double Flip Right,1, Correct,424316147,1010000000,585683853,
28,901213006, Control, Flick Left,2, Correct,797199636,1005000000,207800364,,,17,904223936, Return, Double Flip Right,2, Correct,245031457,1010000000,764968543,
28,901213006, Control, Flick Left,3, Correct,320988490,1005000000,684011510,,,17,904223936, Return, Double Flip Right,3, Correct,230179010,1010000000,779820990,
28,901213006, Control, Flick Left,4, Correct,313861302,1005000000,691138698,97401666,,17,904223936, Return, Double Flip Right,4, Correct,229895885,1010000000,780104115,78424324
28,901213339, Control, Flick Right,0, Correct,478601875,1004000000,525398125,,,17,904224106, Return, Flick Down,0, Correct,308091562,1004000000,695908438,
28,901213339, Control, Flick Right,1, Correct,462479271,1004000000,541520729,,,17,904224106, Return, Flick Down,1, Correct,358277657,1004000000,645722343,
28,901213339, Control, Flick Right,2, Correct,408033907,1004000000,595966093,,,17,904224106, Return, Flick Down,2, Correct,652460885,1004000000,351539115,
28,901213339, Control, Flick Right,3, Correct,338236303,1004000000,665763697,,,17,904224106, Return, Flick Down,3, Correct,185252760,1004000000,818747240,
28,901213339, Control, Flick Right,4, Correct,457843021,1004000000,546156979,20758854,,17,904224106, Return, Flick Down,4, Correct,243252187,1004000000,760747813,44643125
28,901213153, Control, Flick Up,0, Correct,2823648853,1007000000,-1816648853,,,17,904223719, Return, Flick Left,0, Correct,378415364,1005000000,626584636,
28,901213153, Control, Flick Up,1, Correct,480690781,1007000000,526309219,,,17,904223719, Return, Flick Left,1, Correct,222341354,1005000000,782658646,
28,901213153, Control, Flick Up,2, Correct,557406042,1007000000,449593958,,,17,904223719, Return, Flick Left,2, Correct,217441042,1005000000,787558958,
28,901213153, Control, Flick Up,3, Correct,426685572,1007000000,580314428,,,17,904223719, Return, Flick Left,3, Correct,171649063,1005000000,833350937,
28,901213153, Control, Flick Up,4, Correct,516182187,1007000000,490817813,2307466666,,17,904223719, Return, Flick Left,4, Correct,166419270,1005000000,838580730,71603124
30,901231941, Control, Double Flip Right,0, Correct,423020364,1010000000,,,,17,904224020, Return, Flick Right,0, Correct,913370781,1004000000,90629219,
30,901231941, Control, Double Flip Right,1, Correct,995977917,1010000000,,,,17,904224020, Return, Flick Right,1, Correct,124534895,1004000000,879465105,
30,901231941, Control, Double Flip Right,2, Correct,193722500,1010000000,,,,17,904224020, Return, Flick Right,2, Correct,89755417,1004000000,914244583,
30,901231941, Control, Double Flip Right,4, Correct,98585677,1010000000,,,,17,904224020, Return, Flick Right,3, Correct,2425469010,1004000000,-1421469010,
30,901231941, Control, Double Flip Right,5, Correct,332927187,1010000000,,90093177,,17,904224020, Return, Flick Right,4, Correct,1293282344,1004000000,-289282344,-2259049740
30,901232126, Control, Flick Down,0, Correct,132227292,1004000000,871772708,,,17,904223845, Return, Flick Up,0, Correct,154996927,1007000000,852003073,
30,901232126, Control, Flick Down,1, Correct,244607656,1004000000,759392344,,,17,904223845, Return, Flick Up,1, Correct,227758281,1007000000,779241719,
30,901232126, Control, Flick Down,2, Correct,265749947,1004000000,738250053,,,17,904223845, Return, Flick Up,2, Correct,182598229,1007000000,824401771,
30,901232126, Control, Flick Down,3, Correct,275446198,1004000000,728553802,,,17,904223845, Return, Flick Up,4, Correct,88439167,1007000000,918560833,
30,901232126, Control, Flick Down,4, Correct,240011042,1004000000,763988958,-107783750,,17,904223845, Return, Flick Up,5, Correct,284957708,1007000000,722042292,1204843177
30,901231638, Control, Flick Left,0, Correct,1034797811,1005000000,-29797811,,,19,908000230, Return, Double Flip Right,0, Correct,576225417,1010000000,433774583,
30,901231638, Control, Flick Left,1, Correct,368954062,1005000000,636045938,,,19,908000230, Return, Double Flip Right,1, Correct,651070052,1010000000,358929948,
30,901231638, Control, Flick Left,2, Correct,279904740,1005000000,725095260,,,19,908000230, Return, Double Flip Right,2, Correct,411243750,1010000000,598756250,
30,901231638, Control, Flick Left,3, Correct,93124270,1005000000,911875730,,,19,908000230, Return, Double Flip Right,3, Correct,396731614,1010000000,613268386,
30,901231638, Control, Flick Left,4, Correct,226583593,1005000000,778416407,808214218,,19,908000230, Return, Double Flip Right,4, Correct,327912604,1010000000,682087396,-111773906
30,901232031, Control, Flick Right,1, Correct,215154113,1004000000,788845887,,,19,908000419, Return, Flick Down,0, Correct,398654999,1004000000,605345001,
30,901232031, Control, Flick Right,4, Correct,349710156,1004000000,654289844,,,19,908000419, Return, Flick Down,1, Correct,195476302,1004000000,808523698,
30,901232031, Control, Flick Right,5, Correct,313716510,1004000000,690283490,,,19,908000419, Return, Flick Down,2, Correct,185369950,1004000000,818630050,
30,901232031, Control, Flick Right,6, Correct,287032031,1004000000,716967969,,,19,908000419, Return, Flick Down,3, Correct,180052344,1004000000,823947656,
30,901232031, Control, Flick Right,7, Correct,112912551,1004000000,891087449,102241562,,19,908000419, Return, Flick Down,4, Correct,174033749,1004000000,829966251,147860260
30,901231845, Control, Flick Up,0, Correct,858568073,1007000000,148431927,,,19,908000010, Return, Flick Left,0, Correct,533799166,1005000000,471200834,
30,901231845, Control, Flick Up,1, Correct,1246860208,1007000000,-239860208,,,19,908000010, Return, Flick Left,1, Correct,383208802,1005000000,621791198,
30,901231845, Control, Flick Up,2, Correct,1323586822,1007000000,-316586822,,,19,908000010, Return, Flick Left,2, Correct,358107239,1005000000,646892761,
30,901231845, Control, Flick Up,4, Correct,293146094,1007000000,713853906,,,19,908000010, Return, Flick Left,3, Correct,190523593,1005000000,814476407,
30,901231845, Control, Flick Up,5, Correct,78049479,1007000000,928950521,780518594,,19,908000010, Return, Flick Left,5, Correct,306187917,1005000000,698812083,-16489844
32,902001041, Control, Double Flip Left,0, Correct,297398905,1010000000,,,,19,908000325, Return, Flick Right,0, Correct,487426666,1004000000,516573334,
32,902001041, Control, Double Flip Left,1, Correct,433993074,1010000000,,,,19,908000325, Return, Flick Right,1, Correct,234879219,1004000000,769120781,
32,902001041, Control, Double Flip Left,2, Correct,427067813,1010000000,,,,19,908000325, Return, Flick Right,2, Correct,225230781,1004000000,778769219,
32,902001041, Control, Double Flip Left,3, Correct,468038386,1010000000,,,,19,908000325, Return, Flick Right,3, Correct,167588125,1004000000,836411875,
32,902001041, Control, Double Flip Left,4, Correct,338312083,1010000000,,-40913178,,19,908000325, Return, Flick Right,4, Correct,293439791,1004000000,710560209,138599792
32,902001225, Control, Flick Down,0, Correct,200211302,1004000000,803788698,,,19,908000122, Return, Flick Up,1, Correct,263877604,1007000000,743122396,
32,902001225, Control, Flick Down,1, Correct,102074376,1004000000,901925624,,,19,908000122, Return, Flick Up,2, Correct,442333802,1007000000,564666198,
32,902001225, Control, Flick Down,2, Correct,175089219,1004000000,828910781,,,19,908000122, Return, Flick Up,3, Correct,279391719,1007000000,727608281,
32,902001225, Control, Flick Down,3, Correct,373973437,1004000000,630026563,,,19,908000122, Return, Flick Up,4, Correct,229840104,1007000000,777159896,
32,902001225, Control, Flick Down,4, Correct,288930260,1004000000,715069740,-88718958,,19,908000122, Return, Flick Up,5, Correct,166250364,1007000000,840749636,63599687
32,902000657, Control, Flick Left,0, Correct,938849895,1005000000,66150105,,,20,904212607, Return, Double Flip Right,0, Correct,384019218,1010000000,625980782,
32,902000657, Control, Flick Left,1, Correct,337540104,1005000000,667459896,,,20,904212607, Return, Double Flip Right,1, Correct,359739635,1010000000,650260365,
32,902000657, Control, Flick Left,2, Correct,199651198,1005000000,805348802,,,20,904212607, Return, Double Flip Right,2, Correct,322245000,1010000000,687755000,
32,902000657, Control, Flick Left,3, Correct,250791666,1005000000,754208334,,,20,904212607, Return, Double Flip Right,4, Correct,190104427,1010000000,819895573,
32,902000657, Control, Flick Left,4, Correct,95730364,1005000000,909269636,843119531,,20,904212607, Return, Double Flip Right,5, Correct,410243802,1010000000,599756198,-23854063
32,902001139, Control, Flick Right,0, Correct,185347655,1004000000,818652345,,,20,904212731, Return, Flick Down,0, Correct,414376667,1004000000,589623333,
32,902001139, Control, Flick Right,1, Correct,146546354,1004000000,857453646,,,20,904212731, Return, Flick Down,1, Correct,594456719,1004000000,409543281,
32,902001139, Control, Flick Right,2, Correct,409975573,1004000000,594024427,,,20,904212731, Return, Flick Down,2, Correct,511902657,1004000000,492097343,
32,902001139, Control, Flick Right,3, Correct,200673125,1004000000,803326875,,,20,904212731, Return, Flick Down,3, Correct,439497604,1004000000,564502396,
32,902001139, Control, Flick Right,4, Correct,190940678,1004000000,813059322,-5593023,,20,904212731, Return, Flick Down,4, Correct,439263177,1004000000,564736823,-29253802
32,902000940, Control, Flick Up,0, Correct,252742605,1007000000,754257395,,,20,904212344, Return, Flick Left,0, Correct,466896875,1005000000,538103125,
32,902000940, Control, Flick Up,1, Correct,581907187,1007000000,425092813,,,20,904212344, Return, Flick Left,1, Correct,485012291,1005000000,519987709,
32,902000940, Control, Flick Up,2, Correct,698358698,1007000000,308641302,,,20,904212344, Return, Flick Left,2, Correct,522272084,1005000000,482727916,
32,902000940, Control, Flick Up,3, Correct,563291613,1007000000,443708387,,,20,904212344, Return, Flick Left,3, Correct,548183958,1005000000,456816042,
32,902000940, Control, Flick Up,4, Correct,367547288,1007000000,639452712,-114804683,,20,904212344, Return, Flick Left,4, Correct,901513177,1005000000,103486823,-108920781
34,902002755, Control, Double Flip Right,0, Correct,472911302,1010000000,,,,20,904212651, Return, Flick Right,0, Correct,481269479,1004000000,522730521,
34,902002755, Control, Double Flip Right,1, Correct,263706510,1010000000,,,,20,904212651, Return, Flick Right,1, Correct,289027240,1004000000,714972760,
34,902002755, Control, Double Flip Right,2, Correct,225787552,1010000000,,,,20,904212651, Return, Flick Right,2, Correct,137768594,1004000000,866231406,
34,902002755, Control, Double Flip Right,3, Correct,249328906,1010000000,,,,20,904212651, Return, Flick Right,3, Correct,237027188,1004000000,766972812,
34,902002755, Control, Double Flip Right,4, Correct,289887969,1010000000,,183023333,,20,904212651, Return, Flick Right,4, Correct,1839560990,1004000000,-835560990,664485989
34,902002945, Control, Flick Down,0, Correct,519867552,1004000000,484132448,,,20,904212518, Return, Flick Up,0, Correct,593378593,1007000000,413621407,
34,902002945, Control, Flick Down,1, Correct,279751042,1004000000,724248958,,,20,904212518, Return, Flick Up,1, Correct,574709114,1007000000,432290886,
34,902002945, Control, Flick Down,2, Correct,200142604,1004000000,803857396,,,20,904212518, Return, Flick Up,2, Correct,679430885,1007000000,327569115,
34,902002945, Control, Flick Down,3, Correct,170606823,1004000000,833393177,,,20,904212518, Return, Flick Up,3, Correct,493312397,1007000000,513687603,
34,902002945, Control, Flick Down,4, Correct,272765156,1004000000,731234844,247102396,,20,904212518, Return, Flick Up,4, Correct,384449427,1007000000,622550573,1346248593
34,902002326, Control, Flick Left,0, Correct,763523959,1005000000,241476041,,,21,908005321, Return, Double Flip Right,0, Correct,549121093,1010000000,460878907,
34,902002326, Control, Flick Left,1, Correct,554609792,1005000000,450390208,,,21,908005321, Return, Double Flip Right,1, Correct,656873801,1010000000,353126199,
34,902002326, Control, Flick Left,2, Correct,941508177,1005000000,63491823,,,21,908005321, Return, Double Flip Right,2, Correct,676724427,1010000000,333275573,
34,902002326, Control, Flick Left,3, Correct,441959999,1005000000,563040001,,,21,908005321, Return, Double Flip Right,3, Correct,490938385,1010000000,519061615,
34,902002326, Control, Flick Left,4, Correct,1021641978,1005000000,-16641978,-258118019,,21,908005321, Return, Double Flip Right,4, Correct,651422499,1010000000,358577501,-106488958
34,902002854, Control, Flick Right,0, Correct,296184479,1004000000,707815521,,,21,908005448, Return, Flick Down,0, Correct,282718021,1004000000,721281979,
34,902002854, Control, Flick Right,1, Correct,343526926,1004000000,660473074,,,21,908005448, Return, Flick Down,1, Correct,399618229,1004000000,604381771,
34,902002854, Control, Flick Right,2, Correct,174920208,1004000000,829079792,,,21,908005448, Return, Flick Down,2, Correct,355628854,1004000000,648371146,
34,902002854, Control, Flick Right,3, Correct,273702917,1004000000,730297083,,,21,908005448, Return, Flick Down,3, Correct,418113646,1004000000,585886354,
34,902002854, Control, Flick Right,4, Correct,76065001,1004000000,927934999,220119478,,21,908005448, Return, Flick Down,4, Correct,397801354,1004000000,606198646,233308853
34,902002626, Control, Flick Up,0, Correct,1130285677,1007000000,-123285677,,,21,908005145, Return, Flick Left,0, Correct,1550173594,1005000000,-545173594,
34,902002626, Control, Flick Up,1, Correct,307235208,1007000000,699764792,,,21,908005145, Return, Flick Left,1, Correct,582962551,1005000000,422037449,
34,902002626, Control, Flick Up,2, Correct,213807083,1007000000,793192917,,,21,908005145, Return, Flick Left,2, Correct,449612031,1005000000,555387969,
34,902002626, Control, Flick Up,3, Correct,239443698,1007000000,767556302,,,21,908005145, Return, Flick Left,3, Correct,574938854,1005000000,430061146,
34,902002626, Control, Flick Up,4, Correct,176982447,1007000000,830017553,953303230,,21,908005145, Return, Flick Left,4, Correct,633033489,1005000000,371966511,-177137500
36,902004003, Control, Double Flip Right,0, Correct,104330000,1010000000,,,,21,908005407, Return, Flick Right,0, Correct,611598073,1004000000,392401927,
36,902004003, Control, Double Flip Right,1, Correct,60800365,1010000000,,,,21,908005407, Return, Flick Right,1, Correct,490452813,1004000000,513547187,
36,902004003, Control, Double Flip Right,3, Correct,73300156,1010000000,,,,21,908005407, Return, Flick Right,2, Correct,561453229,1004000000,442546771,
36,902004003, Control, Double Flip Right,5, Correct,1213382656,1010000000,,,,21,908005407, Return, Flick Right,3, Correct,546953698,1004000000,457046302,
36,902004003, Control, Double Flip Right,6, Correct,1526698333,1010000000,,-1422368333,,21,908005407, Return, Flick Right,4, Correct,761044634,1004000000,242955366,86079791
36,902004143, Control, Flick Down,0, Correct,328719167,1004000000,675280833,,,21,908005233, Return, Flick Up,0, Correct,399747291,1007000000,607252709,
36,902004143, Control, Flick Down,1, Correct,464557239,1004000000,539442761,,,21,908005233, Return, Flick Up,1, Correct,366022761,1007000000,640977239,
36,902004143, Control, Flick Down,2, Correct,655533853,1004000000,348466147,,,21,908005233, Return, Flick Up,2, Correct,447855780,1007000000,559144220,
36,902004143, Control, Flick Down,3, Correct,497215677,1004000000,506784323,,,21,908005233, Return, Flick Up,3, Correct,448544114,1007000000,558455886,
36,902004143, Control, Flick Down,4, Correct,536183541,1004000000,467816459,-207464374,,21,908005233, Return, Flick Up,4, Correct,419812500,1007000000,587187500,312500520
36,902003427, Control, Flick Left,3, Correct,997702760,1005000000,7297240,,,22,904230653, Return, Double Flip Right,0, Correct,863029584,1010000000,146970416,
36,902003427, Control, Flick Left,11, Correct,10615378486,1005000000,-9610378486,,,22,904230653, Return, Double Flip Right,1, Correct,781761929,1010000000,228238071,
36,902003427, Control, Flick Left,13, Correct,20183213638,1005000000,-19178213638,,,22,904230653, Return, Double Flip Right,2, Correct,886391614,1010000000,123608386,
36,902003427, Control, Flick Left,15, Correct,64591354,1005000000,940408646,,,22,904230653, Return, Double Flip Right,3, Correct,691996562,1010000000,318003438,
36,902003427, Control, Flick Left,21, Correct,21172969,1005000000,983827031,976529791,,22,904230653, Return, Double Flip Right,4, Correct,827184635,1010000000,182815365,-272184062
36,902004100, Control, Flick Right,0, Correct,936135780,1004000000,67864220,,,22,904230840, Return, Flick Down,1, Correct,820132083,1004000000,183867917,
36,902004100, Control, Flick Right,1, Correct,506297343,1004000000,497702657,,,22,904230840, Return, Flick Down,2, Correct,589632343,1004000000,414367657,
36,902004100, Control, Flick Right,2, Correct,276820833,1004000000,727179167,,,22,904230840, Return, Flick Down,3, Correct,966625469,1004000000,37374531,
36,902004100, Control, Flick Right,3, Correct,267536562,1004000000,736463438,,,22,904230840, Return, Flick Down,4, Correct,664731979,1004000000,339268021,
36,902004100, Control, Flick Right,4, Correct,396478386,1004000000,607521614,539657394,,22,904230840, Return, Flick Down,5, Correct,869104427,1004000000,134895573,162452656
36,902003902, Control, Flick Up,1, Correct,555110835,1007000000,451889165,,,22,904230434, Return, Flick Left,0, Correct,1583221927,1005000000,-578221927,
36,902003902, Control, Flick Up,2, Correct,64078125,1007000000,942921875,,,22,904230434, Return, Flick Left,1, Correct,767132655,1005000000,237867345,
36,902003902, Control, Flick Up,3, Correct,77708958,1007000000,929291042,,,22,904230434, Return, Flick Left,2, Correct,625385260,1005000000,379614740,
36,902003902, Control, Flick Up,4, Correct,61772135,1007000000,945227865,,,22,904230434, Return, Flick Left,3, Correct,799425208,1005000000,205574792,
36,902003902, Control, Flick Up,5, Correct,33313541,1007000000,973686459,521797294,,22,904230434, Return, Flick Left,4, Correct,836182551,1005000000,168817449,69679219
38,902012733, Control, Double Flip Right,0, Correct,399247916,1010000000,,,,22,904230750, Return, Flick Right,0, Correct,772857656,1004000000,231142344,
38,902012733, Control, Double Flip Right,4, Correct,1096616926,1010000000,,,,22,904230750, Return, Flick Right,1, Correct,899994479,1004000000,104005521,
38,902012733, Control, Double Flip Right,8, Correct,531886251,1010000000,,,,22,904230750, Return, Flick Right,2, Correct,719247604,1004000000,284752396,
38,902012733, Control, Double Flip Right,9, Correct,543388386,1010000000,,,,22,904230750, Return, Flick Right,3, Correct,509691249,1004000000,494308751,
38,902012733, Control, Double Flip Right,10, Correct,524994688,1010000000,,-125746772,,22,904230750, Return, Flick Right,4, Correct,660071406,1004000000,343928594,326491302
38,902013015, Control, Flick Down,0, Correct,518237447,1004000000,485762553,,,22,904230610, Return, Flick Up,0, Correct,891526301,1007000000,115473699,
38,902013015, Control, Flick Down,1, Correct,382808541,1004000000,621191459,,,22,904230610, Return, Flick Up,1, Correct,1153308124,1007000000,-146308124,
38,902013015, Control, Flick Down,2, Correct,567006198,1004000000,436993802,,,22,904230610, Return, Flick Up,2, Correct,715636978,1007000000,291363022,
38,902013015, Control, Flick Down,3, Correct,543077240,1004000000,460922760,,,22,904230610, Return, Flick Up,3, Correct,839057707,1007000000,167942293,
38,902013015, Control, Flick Down,4, Correct,569638177,1004000000,434361823,-51400730,,22,904230610, Return, Flick Up,4, Correct,711199375,1007000000,295800625,-178986301
38,902012339, Control, Flick Left,0, Correct,599976094,1005000000,405023906,,,23,905024328, Return, Double Flip Right,0, Correct,911755052,1010000000,98244948,
38,902012339, Control, Flick Left,1, Correct,273084896,1005000000,731915104,,,23,905024328, Return, Double Flip Right,1, Correct,386870052,1010000000,623129948,
38,902012339, Control, Flick Left,2, Correct,422791927,1005000000,582208073,,,23,905024328, Return, Double Flip Right,2, Correct,463090573,1010000000,546909427,
