Participant, ParticipantID, Condition, Gesture, Attempt Number, Outcome, Gesture Length (ns), Ideal Gesture Length, Difference,Diff,,Participant, ParticipantID, Condition, Gesture, Attempt Number, Outcome, Gesture Length (ns), Ideal Gesture Length, Difference,Diff
38,902012339, Control, Flick Left,3, Correct,355883229,1005000000,649116771,,,23,905024328, Return, Double Flip Right,3, Correct,391890833,1010000000,618109167,
38,902012339, Control, Flick Left,4, Correct,246259739,1005000000,758740261,353716355,,23,905024328, Return, Double Flip Right,4, Correct,603212499,1010000000,406787501,319308542
38,902012921, Control, Flick Right,0, Correct,487707447,1004000000,516292553,,,23,905024507, Return, Flick Down,0, Correct,479119583,1004000000,524880417,
38,902012921, Control, Flick Right,1, Correct,438261458,1004000000,565738542,,,23,905024507, Return, Flick Down,1, Correct,577290157,1004000000,426709843,
38,902012921, Control, Flick Right,2, Correct,343266197,1004000000,660733803,,,23,905024507, Return, Flick Down,2, Correct,325915365,1004000000,678084635,
38,902012921, Control, Flick Right,3, Correct,393209010,1004000000,610790990,,,23,905024507, Return, Flick Down,3, Correct,570339218,1004000000,433660782,
38,902012921, Control, Flick Right,4, Correct,381884687,1004000000,622115313,105822760,,23,905024507, Return, Flick Down,4, Correct,555517500,1004000000,448482500,32873281
38,902012624, Control, Flick Up,0, Correct,351787135,1007000000,655212865,,,23,905024046, Return, Flick Left,0, Correct,445307344,1005000000,559692656,
38,902012624, Control, Flick Up,1, Correct,471912188,1007000000,535087812,,,23,905024046, Return, Flick Left,1, Correct,396499323,1005000000,608500677,
38,902012624, Control, Flick Up,2, Correct,678652135,1007000000,328347865,,,23,905024046, Return, Flick Left,2, Correct,527237188,1005000000,477762812,
38,902012624, Control, Flick Up,3, Correct,582927135,1007000000,424072865,,,23,905024046, Return, Flick Left,3, Correct,587470313,1005000000,417529687,
38,902012624, Control, Flick Up,4, Correct,312075417,1007000000,694924583,39711718,,23,905024046, Return, Flick Left,4, Correct,507324791,1005000000,497675209,-31952813
40,902022203, Control, Double Flip Right,0, Correct,274545782,1010000000,,,,23,905024423, Return, Flick Right,0, Correct,352736251,1004000000,651263749,
40,902022203, Control, Double Flip Right,1, Correct,269380313,1010000000,,,,23,905024423, Return, Flick Right,1, Correct,363504427,1004000000,640495573,
40,902022203, Control, Double Flip Right,2, Correct,144949219,1010000000,,,,23,905024423, Return, Flick Right,2, Correct,423054323,1004000000,580945677,
40,902022203, Control, Double Flip Right,3, Correct,129395365,1010000000,,,,23,905024423, Return, Flick Right,3, Correct,440460260,1004000000,563539740,
40,902022203, Control, Double Flip Right,4, Correct,124225572,1010000000,,150320210,,23,905024423, Return, Flick Right,4, Correct,413730729,1004000000,590269271,66864531
40,902022345, Control, Flick Down,0, Correct,84631094,1004000000,919368906,,,23,905024238, Return, Flick Up,0, Correct,459703593,1007000000,547296407,
40,902022345, Control, Flick Down,1, Correct,108548125,1004000000,895451875,,,23,905024238, Return, Flick Up,1, Correct,389941925,1007000000,617058075,
40,902022345, Control, Flick Down,2, Correct,86539845,1004000000,917460155,,,23,905024238, Return, Flick Up,2, Correct,416368698,1007000000,590631302,
40,902022345, Control, Flick Down,3, Correct,84629792,1004000000,919370208,,,23,905024238, Return, Flick Up,3, Correct,428392084,1007000000,578607916,
40,902022345, Control, Flick Down,4, Correct,71596042,1004000000,932403958,13035052,,23,905024238, Return, Flick Up,4, Correct,608718176,1007000000,398281824,-14661355
40,902021905, Control, Flick Left,0, Correct,350938854,1005000000,654061146,,,24,905023704, Return, Double Flip Right,0, Correct,195147760,1010000000,814852240,
40,902021905, Control, Flick Left,1, Correct,413223021,1005000000,591776979,,,24,905023704, Return, Double Flip Right,1, Correct,122407918,1010000000,887592082,
40,902021905, Control, Flick Left,2, Correct,242770415,1005000000,762229585,,,24,905023704, Return, Double Flip Right,2, Correct,327246615,1010000000,682753385,
40,902021905, Control, Flick Left,3, Correct,183106145,1005000000,821893855,,,24,905023704, Return, Double Flip Right,3, Correct,388641406,1010000000,621358594,
40,902021905, Control, Flick Left,4, Correct,207030521,1005000000,797969479,143908333,,24,905023704, Return, Double Flip Right,4, Correct,431859583,1010000000,578140417,220076770
40,902022257, Control, Flick Right,0, Correct,94750728,1004000000,909249272,,,24,905023828, Return, Flick Down,0, Correct,297361771,1004000000,706638229,
40,902022257, Control, Flick Right,1, Correct,84989532,1004000000,919010468,,,24,905023828, Return, Flick Down,1, Correct,295230728,1004000000,708769272,
40,902022257, Control, Flick Right,2, Correct,133143177,1004000000,870856823,,,24,905023828, Return, Flick Down,2, Correct,225782240,1004000000,778217760,
40,902022257, Control, Flick Right,3, Correct,75950417,1004000000,928049583,,,24,905023828, Return, Flick Down,3, Correct,360975052,1004000000,643024948,
40,902022257, Control, Flick Right,4, Correct,116285312,1004000000,887714688,-21534584,,24,905023828, Return, Flick Down,4, Correct,309301199,1004000000,694698801,70884531
40,902022105, Control, Flick Up,0, Correct,557623436,1007000000,449376564,,,24,905023454, Return, Flick Left,0, Correct,177963072,1005000000,827036928,
40,902022105, Control, Flick Up,1, Correct,200635625,1007000000,806364375,,,24,905023454, Return, Flick Left,1, Correct,217525781,1005000000,787474219,
40,902022105, Control, Flick Up,2, Correct,190129688,1007000000,816870312,,,24,905023454, Return, Flick Left,2, Correct,417693907,1005000000,587306093,
40,902022105, Control, Flick Up,3, Correct,130749270,1007000000,876250730,,,24,905023454, Return, Flick Left,3, Correct,278138697,1005000000,726861303,
40,902022105, Control, Flick Up,4, Correct,155235572,1007000000,851764428,402387864,,24,905023454, Return, Flick Left,4, Correct,187540209,1005000000,817459791,31162502
42,902033244, Control, Double Flip Right,0, Correct,697117811,1010000000,,,,24,905023747, Return, Flick Right,0, Correct,250990417,1004000000,753009583,
42,902033244, Control, Double Flip Right,1, Correct,635702863,1010000000,,,,24,905023747, Return, Flick Right,1, Correct,200537604,1004000000,803462396,
42,902033244, Control, Double Flip Right,2, Correct,498469688,1010000000,,,,24,905023747, Return, Flick Right,2, Correct,260691563,1004000000,743308437,
42,902033244, Control, Double Flip Right,3, Correct,479442032,1010000000,,,,24,905023747, Return, Flick Right,3, Correct,147104323,1004000000,856895677,
42,902033244, Control, Double Flip Right,4, Correct,454728959,1010000000,,242388852,,24,905023747, Return, Flick Right,4, Correct,215444323,1004000000,788555677,40435886
42,902033426, Control, Flick Down,0, Correct,896709583,1004000000,107290417,,,24,905023622, Return, Flick Up,0, Correct,256197500,1007000000,750802500,
42,902033426, Control, Flick Down,1, Correct,322329166,1004000000,681670834,,,24,905023622, Return, Flick Up,1, Correct,295972917,1007000000,711027083,
42,902033426, Control, Flick Down,2, Correct,269063073,1004000000,734936927,,,24,905023622, Return, Flick Up,2, Correct,145915938,1007000000,861084062,
42,902033426, Control, Flick Down,3, Correct,133473281,1004000000,870526719,,,24,905023622, Return, Flick Up,3, Correct,110515937,1007000000,896484063,
42,902033426, Control, Flick Down,4, Correct,365182239,1004000000,638817761,531527344,,24,905023622, Return, Flick Up,4, Correct,115210364,1007000000,891789636,104928386
42,902033044, Control, Flick Left,0, Correct,711599531,1005000000,293400469,,,25,905020942, Return, Double Flip Left,1, Correct,158161146,1010000000,851838854,
42,902033044, Control, Flick Left,1, Correct,475269479,1005000000,529730521,,,25,905020942, Return, Double Flip Left,2, Correct,198749427,1010000000,811250573,
42,902033044, Control, Flick Left,2, Correct,402982656,1005000000,602017344,,,25,905020942, Return, Double Flip Left,3, Correct,217886613,1010000000,792113387,
42,902033044, Control, Flick Left,3, Correct,140756563,1005000000,864243437,,,25,905020942, Return, Double Flip Left,4, Correct,188835209,1010000000,821164791,
42,902033044, Control, Flick Left,4, Correct,298107917,1005000000,706892083,413491614,,25,905020942, Return, Double Flip Left,5, Correct,243313177,1010000000,766686823,-73624845
42,902033340, Control, Flick Right,0, Correct,691399583,1004000000,312600417,,,25,905021129, Return, Flick Down,0, Correct,319604322,1004000000,684395678,
42,902033340, Control, Flick Right,1, Correct,366709062,1004000000,637290938,,,25,905021129, Return, Flick Down,1, Correct,324275208,1004000000,679724792,
42,902033340, Control, Flick Right,2, Correct,219622917,1004000000,784377083,,,25,905021129, Return, Flick Down,2, Correct,383860313,1004000000,620139687,
42,902033340, Control, Flick Right,3, Correct,290266822,1004000000,713733178,,,25,905021129, Return, Flick Down,3, Correct,312903958,1004000000,691096042,
42,902033340, Control, Flick Right,4, Correct,469781614,1004000000,534218386,221617969,,25,905021129, Return, Flick Down,4, Correct,252208750,1004000000,751791250,-69590781
42,902033146, Control, Flick Up,0, Correct,484235573,1007000000,522764427,,,25,905020725, Return, Flick Left,0, Correct,235442292,1005000000,769557708,
42,902033146, Control, Flick Up,1, Correct,781020729,1007000000,225979271,,,25,905020725, Return, Flick Left,1, Correct,147860781,1005000000,857139219,
42,902033146, Control, Flick Up,2, Correct,383096875,1007000000,623903125,,,25,905020725, Return, Flick Left,2, Correct,260251771,1005000000,744748229,
42,902033146, Control, Flick Up,3, Correct,414761615,1007000000,592238385,,,25,905020725, Return, Flick Left,3, Correct,160940312,1005000000,844059688,
42,902033146, Control, Flick Up,5, Correct,330233854,1007000000,676766146,154001719,,25,905020725, Return, Flick Left,4, Correct,470501510,1005000000,534498490,91268438
45,902040107, Control, Double Flip Left,1, Correct,483045885,1010000000,526954115,,,25,905021043, Return, Flick Right,0, Correct,247445729,1004000000,756554271,
45,902040107, Control, Double Flip Left,2, Correct,486431718,1010000000,523568282,,,25,905021043, Return, Flick Right,1, Correct,399459167,1004000000,604540833,
45,902040107, Control, Double Flip Left,3, Correct,468839270,1010000000,541160730,,,25,905021043, Return, Flick Right,3, Correct,345045937,1004000000,658954063,
45,902040107, Control, Double Flip Left,4, Correct,539318490,1010000000,470681510,,,25,905021043, Return, Flick Right,4, Correct,384673437,1004000000,619326563,
45,902040107, Control, Double Flip Right,0, Correct,391711042,1010000000,,91334843,,25,905021043, Return, Flick Right,5, Correct,483624895,1004000000,520375105,85828073
45,902035934, Control, Flick Down,0, Correct,342496668,1004000000,661503332,,,25,905020857, Return, Flick Up,0, Correct,461544531,1007000000,545455469,
45,902035934, Control, Flick Down,1, Correct,312987187,1004000000,691012813,,,25,905020857, Return, Flick Up,1, Correct,334193020,1007000000,672806980,
45,902035934, Control, Flick Down,2, Correct,198233751,1004000000,805766249,,,25,905020857, Return, Flick Up,2, Correct,533850417,1007000000,473149583,
45,902035934, Control, Flick Down,3, Correct,340619844,1004000000,663380156,,,25,905020857, Return, Flick Up,3, Correct,591819115,1007000000,415180885,
45,902035934, Control, Flick Down,4, Correct,215236927,1004000000,788763073,127259741,,25,905020857, Return, Flick Up,4, Correct,506541146,1007000000,500458854,-108194220
45,902035725, Control, Flick Left,0, Correct,750934792,1005000000,254065208,,,26,905035613, Return, Double Flip Right,3, Correct,1111192291,1010000000,-101192291,
45,902035725, Control, Flick Left,1, Correct,858273802,1005000000,146726198,,,26,905035613, Return, Double Flip Right,4, Correct,448182604,1010000000,561817396,
45,902035725, Control, Flick Left,2, Correct,842758437,1005000000,162241563,,,26,905035613, Return, Double Flip Right,5, Correct,430331042,1010000000,579668958,
45,902035725, Control, Flick Left,3, Correct,831409218,1005000000,173590782,,,26,905035613, Return, Double Flip Right,6, Correct,495887136,1010000000,514112864,
45,902035725, Control, Flick Left,4, Correct,669400572,1005000000,335599428,81534220,,26,905035613, Return, Double Flip Right,7, Correct,451806979,1010000000,558193021,10654010
45,902040021, Control, Flick Right,0, Correct,354733541,1004000000,649266459,,,26,905035837, Return, Flick Down,0, Correct,838801719,1004000000,165198281,
45,902040021, Control, Flick Right,1, Correct,382086406,1004000000,621913594,,,26,905035837, Return, Flick Down,1, Correct,414519739,1004000000,589480261,
45,902040021, Control, Flick Right,2, Correct,379419426,1004000000,624580574,,,26,905035837, Return, Flick Down,2, Correct,479208750,1004000000,524791250,
45,902040021, Control, Flick Right,3, Correct,340238438,1004000000,663761562,,,26,905035837, Return, Flick Down,3, Correct,404642083,1004000000,599357917,
45,902040021, Control, Flick Right,4, Correct,354458802,1004000000,649541198,274739,,26,905035837, Return, Flick Down,4, Correct,314642604,1004000000,689357396,47164896
45,902035833, Control, Flick Up,1, Correct,417662292,1007000000,589337708,,,26,905035341, Return, Flick Left,0, Correct,553277760,1005000000,451722240,
45,902035833, Control, Flick Up,2, Correct,703484739,1007000000,303515261,,,26,905035341, Return, Flick Left,1, Correct,390075052,1005000000,614924948,
45,902035833, Control, Flick Up,3, Correct,625321979,1007000000,381678021,,,26,905035341, Return, Flick Left,2, Correct,310346250,1005000000,694653750,
45,902035833, Control, Flick Up,4, Correct,904586354,1007000000,102413646,,,26,905035341, Return, Flick Left,3, Correct,285349531,1005000000,719650469,
45,902035833, Control, Flick Up,5, Correct,909446250,1007000000,97553750,-491783958,,26,905035341, Return, Flick Left,4, Correct,385834270,1005000000,619165730,29293073
47,902235949, Control, Double Flip Right,0, Correct,84679272,1010000000,,,,26,905035750, Return, Flick Right,1, Correct,305001563,1004000000,698998437,
47,902235949, Control, Double Flip Right,1, Correct,477387707,1010000000,,,,26,905035750, Return, Flick Right,2, Correct,196693541,1004000000,807306459,
47,902235949, Control, Double Flip Right,2, Correct,205023438,1010000000,,,,26,905035750, Return, Flick Right,3, Correct,116254323,1004000000,887745677,
47,902235949, Control, Double Flip Right,3, Correct,380357500,1010000000,,,,26,905035750, Return, Flick Right,4, Correct,124781667,1004000000,879218333,
47,902235949, Control, Double Flip Right,4, Correct,2499294844,1010000000,,-2414615572,,26,905035750, Return, Flick Right,5, Correct,205294063,1004000000,798705937,261052603
47,903000154, Control, Flick Down,0, Correct,826620573,1004000000,177379427,,,26,905035534, Return, Flick Up,0, Correct,259727448,1007000000,747272552,
47,903000154, Control, Flick Down,1, Correct,527586302,1004000000,476413698,,,26,905035534, Return, Flick Up,1, Correct,343287084,1007000000,663712916,
47,903000154, Control, Flick Down,2, Correct,599234947,1004000000,404765053,,,26,905035534, Return, Flick Up,2, Correct,282741719,1007000000,724258281,
47,903000154, Control, Flick Down,3, Correct,136725886,1004000000,867274114,,,26,905035534, Return, Flick Up,3, Correct,122527344,1007000000,884472656,
47,903000154, Control, Flick Down,4, Correct,572082344,1004000000,431917656,254538229,,26,905035534, Return, Flick Up,4, Correct,118809583,1007000000,888190417,82766719
47,902235621, Control, Flick Left,1, Correct,3637236040,1005000000,-2632236040,,,27,915210334, Return, Double Flip Right,0, Correct,798380624,1004000000,205619376,
47,902235621, Control, Flick Left,3, Correct,3203805570,1005000000,-2198805570,,,27,915210334, Return, Double Flip Right,1, Correct,571978124,1004000000,432021876,
47,902235621, Control, Flick Left,6, Correct,1305672552,1005000000,-300672552,,,27,915210334, Return, Double Flip Right,2, Correct,474278854,1004000000,529721146,
47,902235621, Control, Flick Left,8, Correct,444520156,1005000000,560479844,,,27,915210334, Return, Double Flip Right,3, Correct,517678124,1004000000,486321876,
47,902235621, Control, Flick Left,12, Correct,42941979,1005000000,962058021,3594294061,,27,915210334, Return, Double Flip Right,4, Correct,582672499,1004000000,421327501,-398868541
47,903000051, Control, Flick Right,0, Correct,182567344,1004000000,821432656,,,27,915210551, Return, Flick Down,1, Correct,1589212134,1004000000,-585212134,
47,903000051, Control, Flick Right,1, Correct,495414114,1004000000,508585886,,,27,915210551, Return, Flick Down,2, Correct,817574478,1004000000,186425522,
47,903000051, Control, Flick Right,4, Correct,65723438,1004000000,938276562,,,27,915210551, Return, Flick Down,3, Correct,1150607865,1004000000,-146607865,
47,903000051, Control, Flick Right,5, Correct,307728437,1004000000,696271563,,,27,915210551, Return, Flick Down,4, Correct,484805052,1004000000,519194948,
47,903000051, Control, Flick Right,6, Correct,86097032,1004000000,917902968,96470312,,27,915210551, Return, Flick Down,5, Correct,596197812,1004000000,407802188,97867447
47,902235839, Control, Flick Up,0, Correct,54793489,1007000000,952206511,,,27,915210424, Return, Flick Right,2, Correct,3128603280,1004000000,-2124603280,
47,902235839, Control, Flick Up,1, Correct,445295000,1007000000,561705000,,,27,915210424, Return, Flick Right,4, Correct,4804809478,1004000000,-3800809478,
47,902235839, Control, Flick Up,2, Correct,571565572,1007000000,435434428,,,27,915210424, Return, Flick Right,5, Correct,840458177,1004000000,163541823,
47,902235839, Control, Flick Up,3, Correct,487978282,1007000000,519021718,,,27,915210424, Return, Flick Right,6, Correct,491313802,1004000000,512686198,
47,902235839, Control, Flick Up,4, Correct,393560156,1007000000,613439844,-338766667,203137505.3,27,915210424, Return, Flick Right,7, Correct,793352344,1004000000,210647656,104884010
7,828222358, Glissando, Double Flip Right,0, Correct,379329323,1010000000,630670677,,,27,915210239, Return, Flick Up,0, Correct,417783854,1007000000,589216146,
7,828222358, Glissando, Double Flip Right,1, Correct,300483647,1010000000,709516353,,,27,915210239, Return, Flick Up,1, Correct,653508489,1007000000,353491511,
7,828222358, Glissando, Double Flip Right,3, Correct,515162239,1010000000,494837761,,,27,915210239, Return, Flick Up,2, Correct,637454374,1007000000,369545626,
7,828222358, Glissando, Double Flip Right,4, Correct,396289219,1010000000,613710781,,,27,915210239, Return, Flick Up,3, Correct,497091927,1007000000,509908073,
7,828222358, Glissando, Double Flip Right,5, Correct,418846094,1010000000,591153906,-39516771,,27,915210239, Return, Flick Up,4, Correct,576589792,1007000000,430410208,296260417
7,828222548, Glissando, Flick Down,0, Correct,374370104,1004000000,629629896,,,28,908215557, Return, Double Flip Right,0, Correct,433187449,1010000000,576812551,
7,828222548, Glissando, Flick Down,1, Correct,217646302,1004000000,786353698,,,28,908215557, Return, Double Flip Right,1, Correct,650604427,1010000000,359395573,
7,828222548, Glissando, Flick Down,2, Correct,422279947,1004000000,581720053,,,28,908215557, Return, Double Flip Right,3, Correct,407012656,1010000000,602987344,
7,828222548, Glissando, Flick Down,3, Correct,335852969,1004000000,668147031,,,28,908215557, Return, Double Flip Right,4, Correct,352218593,1010000000,657781407,
7,828222548, Glissando, Flick Down,4, Correct,733415156,1004000000,270584844,-359045052,,28,908215557, Return, Double Flip Right,5, Correct,509304896,1010000000,500695104,224371199
7,828221945, Glissando, Flick Left,0, Correct,594016093,1005000000,410983907,,,28,908215727, Return, Flick Down,0, Correct,426954479,1004000000,577045521,
7,828221945, Glissando, Flick Left,1, Correct,552296667,1005000000,452703333,,,28,908215727, Return, Flick Down,1, Correct,598829427,1004000000,405170573,
7,828221945, Glissando, Flick Left,2, Correct,383125157,1005000000,621874843,,,28,908215727, Return, Flick Down,2, Correct,593527552,1004000000,410472448,
7,828221945, Glissando, Flick Left,3, Correct,426694427,1005000000,578305573,,,28,908215727, Return, Flick Down,3, Correct,629959479,1004000000,374040521,
7,828221945, Glissando, Flick Left,4, Correct,862194218,1005000000,142805782,-268178125,,28,908215727, Return, Flick Down,4, Correct,773590312,1004000000,230409688,-120654583
7,828222458, Glissando, Flick Right,0, Correct,284236719,1004000000,719763281,,,28,908215328, Return, Flick Left,1, Correct,297649844,1005000000,707350156,
7,828222458, Glissando, Flick Right,1, Correct,398396458,1004000000,605603542,,,28,908215328, Return, Flick Left,3, Correct,1248912759,1005000000,-243912759,
7,828222458, Glissando, Flick Right,2, Correct,288090155,1004000000,715909845,,,28,908215328, Return, Flick Left,4, Correct,986667551,1005000000,18332449,
7,828222458, Glissando, Flick Right,3, Correct,213072187,1004000000,790927813,,,28,908215328, Return, Flick Left,6, Correct,3782818852,1005000000,-2777818852,
7,828222458, Glissando, Flick Right,4, Correct,203501301,1004000000,800498699,80735418,,28,908215328, Return, Flick Left,7, Correct,1017921093,1005000000,-12921093,-3009228540
7,828222222, Glissando, Flick Up,0, Correct,330126875,1007000000,676873125,,,28,908215644, Return, Flick Right,0, Correct,719739946,1004000000,284260054,
7,828222222, Glissando, Flick Up,1, Correct,278394584,1007000000,728605416,,,28,908215644, Return, Flick Right,1, Correct,554942134,1004000000,449057866,
7,828222222, Glissando, Flick Up,2, Correct,193770781,1007000000,813229219,,,28,908215644, Return, Flick Right,2, Correct,450369219,1004000000,553630781,
7,828222222, Glissando, Flick Up,3, Correct,229329791,1007000000,777670209,,,28,908215644, Return, Flick Right,3, Correct,494220053,1004000000,509779947,
7,828222222, Glissando, Flick Up,4, Correct,193970156,1007000000,813029844,136156719,,28,908215644, Return, Flick Right,4, Correct,484981719,1004000000,519018281,523701040
9,828233757, Glissando, Double Flip Left,0, Correct,535737813,1010000000,474262187,,,28,908215514, Return, Flick Up,0, Correct,532547447,1007000000,474452553,
9,828233757, Glissando, Double Flip Left,1, Correct,530857448,1010000000,479142552,,,28,908215514, Return, Flick Up,1, Correct,523802708,1007000000,483197292,
9,828233757, Glissando, Double Flip Left,2, Correct,427223228,1010000000,582776772,,,28,908215514, Return, Flick Up,2, Correct,488386406,1007000000,518613594,
9,828233757, Glissando, Double Flip Left,3, Correct,390571302,1010000000,619428698,,,28,908215514, Return, Flick Up,3, Correct,493052917,1007000000,513947083,
9,828233757, Glissando, Double Flip Left,4, Correct,452808437,1010000000,557191563,82929376,,28,908215514, Return, Flick Up,4, Correct,542163750,1007000000,464836250,-8071198
9,828233956, Glissando, Flick Down,0, Correct,347610051,1004000000,656389949,,,29,909011137, Return, Double Flip Right,0, Correct,807797188,1010000000,202202812,
9,828233956, Glissando, Flick Down,1, Correct,354568802,1004000000,649431198,,,29,909011137, Return, Double Flip Right,1, Correct,818548386,1010000000,191451614,
9,828233956, Glissando, Flick Down,3, Correct,640513645,1004000000,363486355,,,29,909011137, Return, Double Flip Right,2, Correct,926268906,1010000000,83731094,
9,828233956, Glissando, Flick Down,4, Correct,531848906,1004000000,472151094,,,29,909011137, Return, Double Flip Right,3, Correct,1028340000,1010000000,-18340000,
9,828233956, Glissando, Flick Down,5, Correct,411961562,1004000000,592038438,-64351511,,29,909011137, Return, Double Flip Right,4, Correct,1175363594,1010000000,-165363594,-486176250
9,828233427, Glissando, Flick Left,0, Correct,513287188,1005000000,491712812,,,29,909011304, Return, Flick Down,0, Correct,756133594,1004000000,247866406,
9,828233427, Glissando, Flick Left,1, Correct,408259375,1005000000,596740625,,,29,909011304, Return, Flick Down,1, Correct,754002866,1004000000,249997134,
9,828233427, Glissando, Flick Left,2, Correct,554645730,1005000000,450354270,,,29,909011304, Return, Flick Down,2, Correct,455360780,1004000000,548639220,
9,828233427, Glissando, Flick Left,3, Correct,446349428,1005000000,558650572,,,29,909011304, Return, Flick Down,3, Correct,849251249,1004000000,154748751,
9,828233427, Glissando, Flick Left,4, Correct,376708541,1005000000,628291459,136578647,,29,909011304, Return, Flick Down,4, Correct,688830937,1004000000,315169063,326112345
9,828233855, Glissando, Flick Right,0, Correct,473016094,1004000000,530983906,,,29,909010921, Return, Flick Left,0, Correct,1993163644,1005000000,-988163644,
9,828233855, Glissando, Flick Right,3, Correct,458136823,1004000000,545863177,,,29,909010921, Return, Flick Left,1, Correct,666231771,1005000000,338768229,
9,828233855, Glissando, Flick Right,4, Correct,484815157,1004000000,519184843,,,29,909010921, Return, Flick Left,2, Correct,1034508802,1005000000,-29508802,
9,828233855, Glissando, Flick Right,5, Correct,450062656,1004000000,553937344,,,29,909010921, Return, Flick Left,3, Correct,853352240,1005000000,151647760,
9,828233855, Glissando, Flick Right,6, Correct,439456614,1004000000,564543386,33559480,,29,909010921, Return, Flick Left,4, Correct,1496334010,1005000000,-491334010,-164521303
9,828233702, Glissando, Flick Up,0, Correct,507632135,1007000000,499367865,,,29,909011221, Return, Flick Right,0, Correct,670832708,1004000000,333167292,
9,828233702, Glissando, Flick Up,1, Correct,416123437,1007000000,590876563,,,29,909011221, Return, Flick Right,1, Correct,621915156,1004000000,382084844,
9,828233702, Glissando, Flick Up,2, Correct,559023645,1007000000,447976355,,,29,909011221, Return, Flick Right,2, Correct,606826667,1004000000,397173333,
9,828233702, Glissando, Flick Up,3, Correct,600016042,1007000000,406983958,,,29,909011221, Return, Flick Right,3, Correct,539175624,1004000000,464824376,
9,828233702, Glissando, Flick Up,4, Correct,584148438,1007000000,422851562,-76516303,,29,909011221, Return, Flick Right,4, Correct,769989425,1004000000,234010575,957158386
11,829002529, Glissando, Double Flip Right,0, Correct,450089010,1010000000,559910990,,,29,909011050, Return, Flick Up,0, Correct,815133801,1007000000,191866199,
11,829002529, Glissando, Double Flip Right,2, Correct,360259636,1010000000,649740364,,,29,909011050, Return, Flick Up,1, Correct,1197163333,1007000000,-190163333,
11,829002529, Glissando, Double Flip Right,3, Correct,401806666,1010000000,608193334,,,29,909011050, Return, Flick Up,2, Correct,833039426,1007000000,173960574,
11,829002529, Glissando, Double Flip Right,4, Correct,426951302,1010000000,583048698,,,29,909011050, Return, Flick Up,3, Correct,893319426,1007000000,113680574,
11,829002529, Glissando, Double Flip Right,5, Correct,543640989,1010000000,466359011,-93551979,,29,909011050, Return, Flick Up,4, Correct,1113520364,1007000000,-106520364,-123330001
11,829002629, Glissando, Flick Down,0, Correct,433854479,1004000000,570145521,,,30,908233341, Return, Double Flip Right,1, Correct,282130208,1010000000,727869792,
11,829002629, Glissando, Flick Down,1, Correct,397036251,1004000000,606963749,,,30,908233341, Return, Double Flip Right,3, Correct,153815730,1010000000,856184270,
11,829002629, Glissando, Flick Down,2, Correct,364436458,1004000000,639563542,,,30,908233341, Return, Double Flip Right,4, Correct,296941355,1010000000,713058645,
11,829002629, Glissando, Flick Down,3, Correct,334098750,1004000000,669901250,,,30,908233341, Return, Double Flip Right,5, Correct,353577604,1010000000,656422396,
11,829002629, Glissando, Flick Down,4, Correct,264848802,1004000000,739151198,169005677,,30,908233341, Return, Double Flip Right,6, Correct,258100886,1010000000,751899114,759942760
11,829002156, Glissando, Flick Left,0, Correct,664215104,1005000000,340784896,,,30,908233509, Return, Flick Down,1, Correct,242785833,1004000000,761214167,
11,829002156, Glissando, Flick Left,1, Correct,448202083,1005000000,556797917,,,30,908233509, Return, Flick Down,2, Correct,157497188,1004000000,846502812,
11,829002156, Glissando, Flick Left,2, Correct,165608698,1005000000,839391302,,,30,908233509, Return, Flick Down,3, Correct,231569738,1004000000,772430262,
11,829002156, Glissando, Flick Left,3, Correct,704727656,1005000000,300272344,,,30,908233509, Return, Flick Down,4, Correct,279856875,1004000000,724143125,
11,829002156, Glissando, Flick Left,4, Correct,364938177,1005000000,640061823,299276927,,30,908233509, Return, Flick Down,5, Correct,472546406,1004000000,531453594,-21755989
11,829002328, Glissando, Flick Right,0, Correct,427305156,1004000000,576694844,,,30,908233053, Return, Flick Left,11, Correct,70886718,1005000000,934113282,
11,829002328, Glissando, Flick Right,1, Correct,368788541,1004000000,635211459,,,30,908233053, Return, Flick Left,12, Correct,554295261,1005000000,450704739,
11,829002328, Glissando, Flick Right,2, Correct,217892240,1004000000,786107760,,,30,908233053, Return, Flick Left,13, Correct,259141093,1005000000,745858907,
11,829002328, Glissando, Flick Right,3, Correct,270206823,1004000000,733793177,,,30,908233053, Return, Flick Left,16, Correct,980563487,1005000000,24436513,
11,829002328, Glissando, Flick Right,4, Correct,325414688,1004000000,678585312,101890468,,30,908233053, Return, Flick Left,17, Correct,401573543,1005000000,603426457,-508017081
11,829002429, Glissando, Flick Up,0, Correct,1233914530,1007000000,-226914530,,,30,908233431, Return, Flick Right,0, Correct,106523230,1004000000,897476770,
11,829002429, Glissando, Flick Up,1, Correct,1518061042,1007000000,-511061042,,,30,908233431, Return, Flick Right,1, Correct,115138022,1004000000,888861978,
11,829002429, Glissando, Flick Up,2, Correct,1219716301,1007000000,-212716301,,,30,908233431, Return, Flick Right,2, Correct,175745989,1004000000,828254011,
11,829002429, Glissando, Flick Up,3, Correct,512687031,1007000000,494312969,,,30,908233431, Return, Flick Right,3, Correct,129342708,1004000000,874657292,
11,829002429, Glissando, Flick Up,4, Correct,419326823,1007000000,587673177,814587707,,30,908233431, Return, Flick Right,4, Correct,95122136,1004000000,908877864,272230835
