Participant,ParticipantID,Condition,Trial,Gesture,AttemptNumber,Outcome,GestureLength(ns),IdealGestureLength,Difference,ABSDifference,,,,
19,908000230,Glissando,Return,DoubleFlip,3,Correct,3.97E+02,1.01E+03,6.13E+02,6.13E+02,,,,
19,908000230,Glissando,Return,DoubleFlip,4,Correct,3.28E+02,1.01E+03,6.82E+02,6.82E+02,,,,
19,908000419,Glissando,Return,FlickDown,0,Correct,3.99E+02,1.00E+03,6.05E+02,6.05E+02,,,,
19,908000419,Glissando,Return,FlickDown,1,Correct,1.95E+02,1.00E+03,8.09E+02,8.09E+02,,,,
19,908000419,Glissando,Return,FlickDown,2,Correct,1.85E+02,1.00E+03,8.19E+02,8.19E+02,,,,
19,908000419,Glissando,Return,FlickDown,3,Correct,1.80E+02,1.00E+03,8.24E+02,8.24E+02,,,,
19,908000419,Glissando,Return,FlickDown,4,Correct,1.74E+02,1.00E+03,8.30E+02,8.30E+02,,,,
19,908000010,Glissando,Return,FlickLeft,0,Correct,5.34E+02,1.01E+03,4.71E+02,4.71E+02,,,,
19,908000010,Glissando,Return,FlickLeft,1,Correct,3.83E+02,1.01E+03,6.22E+02,6.22E+02,,,,
19,908000010,Glissando,Return,FlickLeft,2,Correct,3.58E+02,1.01E+03,6.47E+02,6.47E+02,,,,
19,908000010,Glissando,Return,FlickLeft,3,Correct,1.91E+02,1.01E+03,8.14E+02,8.14E+02,,,,
19,908000010,Glissando,Return,FlickLeft,4,Incorrect,6.04E+01,1.01E+03,9.45E+02,9.45E+02,,,,
19,908000010,Glissando,Return,FlickLeft,5,Correct,3.06E+02,1.01E+03,6.99E+02,6.99E+02,,,,
19,908000325,Glissando,Return,FlickRight,0,Correct,4.87E+02,1.00E+03,5.17E+02,5.17E+02,,,,
19,908000325,Glissando,Return,FlickRight,1,Correct,2.35E+02,1.00E+03,7.69E+02,7.69E+02,,,,
19,908000325,Glissando,Return,FlickRight,2,Correct,2.25E+02,1.00E+03,7.79E+02,7.79E+02,,,,
19,908000325,Glissando,Return,FlickRight,3,Correct,1.68E+02,1.00E+03,8.36E+02,8.36E+02,,,,
19,908000325,Glissando,Return,FlickRight,4,Correct,2.93E+02,1.00E+03,7.11E+02,7.11E+02,,,,
19,908000122,Glissando,Return,FlickUp,0,Incorrect,4.35E+02,1.01E+03,5.72E+02,5.72E+02,,,,
19,908000122,Glissando,Return,FlickUp,1,Correct,2.64E+02,1.01E+03,7.43E+02,7.43E+02,,,,
19,908000122,Glissando,Return,FlickUp,2,Correct,4.42E+02,1.01E+03,5.65E+02,5.65E+02,,,,
19,908000122,Glissando,Return,FlickUp,3,Correct,2.79E+02,1.01E+03,7.28E+02,7.28E+02,,,,
19,908000122,Glissando,Return,FlickUp,4,Correct,2.30E+02,1.01E+03,7.77E+02,7.77E+02,,,,
19,908000122,Glissando,Return,FlickUp,5,Correct,1.66E+02,1.01E+03,8.41E+02,8.41E+02,,,,
20,829031820,Control,First,DoubleFlip,0,Incorrect,3.10E+02,1.01E+03,7.00E+02,7.00E+02,,,,
20,829031820,Control,First,DoubleFlip,1,Correct,2.62E+02,1.01E+03,7.48E+02,7.48E+02,,,,
20,829031820,Control,First,DoubleFlip,2,Correct,3.74E+02,1.01E+03,6.36E+02,6.36E+02,,,,
20,829031820,Control,First,DoubleFlip,3,Correct,3.69E+02,1.01E+03,6.41E+02,6.41E+02,,,,
20,829031820,Control,First,DoubleFlip,4,Correct,3.79E+02,1.01E+03,6.31E+02,6.31E+02,,,,
20,829031820,Control,First,DoubleFlip,5,Correct,3.85E+02,1.01E+03,6.25E+02,6.25E+02,,,,
20,829032009,Control,First,FlickDown,0,Correct,6.43E+02,1.00E+03,3.61E+02,3.61E+02,,,,
20,829032009,Control,First,FlickDown,1,Correct,5.47E+02,1.00E+03,4.57E+02,4.57E+02,,,,
20,829032009,Control,First,FlickDown,2,Correct,5.07E+02,1.00E+03,4.97E+02,4.97E+02,,,,
20,829032009,Control,First,FlickDown,3,Correct,5.17E+02,1.00E+03,4.87E+02,4.87E+02,,,,
20,829032009,Control,First,FlickDown,4,Correct,4.02E+02,1.00E+03,6.02E+02,6.02E+02,,,,
20,829031537,Control,First,FlickLeft,0,Correct,4.77E+02,1.01E+03,5.28E+02,5.28E+02,,,,
20,829031537,Control,First,FlickLeft,1,Correct,3.95E+02,1.01E+03,6.10E+02,6.10E+02,,,,
20,829031537,Control,First,FlickLeft,2,Correct,3.90E+02,1.01E+03,6.15E+02,6.15E+02,,,,
20,829031537,Control,First,FlickLeft,3,Correct,4.01E+02,1.01E+03,6.04E+02,6.04E+02,,,,
20,829031537,Control,First,FlickLeft,4,Correct,3.35E+02,1.01E+03,6.70E+02,6.70E+02,,,,
20,829031915,Control,First,FlickRight,0,Correct,4.34E+02,1.00E+03,5.70E+02,5.70E+02,,,,
20,829031915,Control,First,FlickRight,1,Correct,6.18E+02,1.00E+03,3.86E+02,3.86E+02,,,,
20,829031915,Control,First,FlickRight,2,Correct,4.44E+02,1.00E+03,5.60E+02,5.60E+02,,,,
20,829031915,Control,First,FlickRight,3,Correct,3.94E+02,1.00E+03,6.10E+02,6.10E+02,,,,
20,829031915,Control,First,FlickRight,4,Correct,4.34E+02,1.00E+03,5.70E+02,5.70E+02,,,,
20,829031727,Control,First,FlickUp,0,Correct,5.46E+02,1.01E+03,4.61E+02,4.61E+02,,,,
20,829031727,Control,First,FlickUp,1,Correct,3.70E+02,1.01E+03,6.37E+02,6.37E+02,,,,
20,829031727,Control,First,FlickUp,2,Correct,5.34E+02,1.01E+03,4.73E+02,4.73E+02,,,,
20,829031727,Control,First,FlickUp,3,Correct,5.05E+02,1.01E+03,5.02E+02,5.02E+02,,,,
20,829031727,Control,First,FlickUp,4,Correct,4.74E+02,1.01E+03,5.33E+02,5.33E+02,,,,
20,904212607,Control,Return,DoubleFlip,0,Correct,3.84E+02,1.01E+03,6.26E+02,6.26E+02,,,,
20,904212607,Control,Return,DoubleFlip,1,Correct,3.60E+02,1.01E+03,6.50E+02,6.50E+02,,,,
20,904212607,Control,Return,DoubleFlip,2,Correct,3.22E+02,1.01E+03,6.88E+02,6.88E+02,,,,
20,904212607,Control,Return,DoubleFlip,3,Incorrect,4.55E+01,1.01E+03,9.64E+02,9.64E+02,,,,
20,904212607,Control,Return,DoubleFlip,4,Correct,1.90E+02,1.01E+03,8.20E+02,8.20E+02,,,,
20,904212607,Control,Return,DoubleFlip,5,Correct,4.10E+02,1.01E+03,6.00E+02,6.00E+02,,,,
20,904212731,Control,Return,FlickDown,0,Correct,4.14E+02,1.00E+03,5.90E+02,5.90E+02,,,,
20,904212731,Control,Return,FlickDown,1,Correct,5.94E+02,1.00E+03,4.10E+02,4.10E+02,,,,
20,904212731,Control,Return,FlickDown,2,Correct,5.12E+02,1.00E+03,4.92E+02,4.92E+02,,,,
20,904212731,Control,Return,FlickDown,3,Correct,4.39E+02,1.00E+03,5.65E+02,5.65E+02,,,,
20,904212731,Control,Return,FlickDown,4,Correct,4.39E+02,1.00E+03,5.65E+02,5.65E+02,,,,
20,904212344,Control,Return,FlickLeft,0,Correct,4.67E+02,1.01E+03,5.38E+02,5.38E+02,,,,
20,904212344,Control,Return,FlickLeft,1,Correct,4.85E+02,1.01E+03,5.20E+02,5.20E+02,,,,
20,904212344,Control,Return,FlickLeft,2,Correct,5.22E+02,1.01E+03,4.83E+02,4.83E+02,,,,
20,904212344,Control,Return,FlickLeft,3,Correct,5.48E+02,1.01E+03,4.57E+02,4.57E+02,,,,
20,904212344,Control,Return,FlickLeft,4,Correct,9.02E+02,1.01E+03,1.03E+02,1.03E+02,,,,
20,904212651,Control,Return,FlickRight,0,Correct,4.81E+02,1.00E+03,5.23E+02,5.23E+02,,,,
20,904212651,Control,Return,FlickRight,1,Correct,2.89E+02,1.00E+03,7.15E+02,7.15E+02,,,,
20,904212651,Control,Return,FlickRight,2,Correct,1.38E+02,1.00E+03,8.66E+02,8.66E+02,,,,
20,904212651,Control,Return,FlickRight,3,Correct,2.37E+02,1.00E+03,7.67E+02,7.67E+02,,,,
20,904212651,Control,Return,FlickRight,4,Correct,1.84E+03,1.00E+03,-8.36E+02,8.36E+02,,,,
20,904212518,Control,Return,FlickUp,0,Correct,5.93E+02,1.01E+03,4.14E+02,4.14E+02,,,,
20,904212518,Control,Return,FlickUp,1,Correct,5.75E+02,1.01E+03,4.32E+02,4.32E+02,,,,
20,904212518,Control,Return,FlickUp,2,Correct,6.79E+02,1.01E+03,3.28E+02,3.28E+02,,,,
20,904212518,Control,Return,FlickUp,3,Correct,4.93E+02,1.01E+03,5.14E+02,5.14E+02,,,,
20,904212518,Control,Return,FlickUp,4,Correct,3.84E+02,1.01E+03,6.23E+02,6.23E+02,,,,
21,829032737,Glissando,First,DoubleFlip,0,Correct,5.07E+02,1.01E+03,5.03E+02,5.03E+02,,,,
21,829032737,Glissando,First,DoubleFlip,1,Correct,5.55E+02,1.01E+03,4.55E+02,4.55E+02,,,,
21,829032737,Glissando,First,DoubleFlip,2,Correct,5.39E+02,1.01E+03,4.71E+02,4.71E+02,,,,
21,829032737,Glissando,First,DoubleFlip,3,Correct,5.39E+02,1.01E+03,4.71E+02,4.71E+02,,,,
21,829032737,Glissando,First,DoubleFlip,4,Correct,5.69E+02,1.01E+03,4.41E+02,4.41E+02,,,,
21,829032928,Glissando,First,FlickDown,0,Correct,5.41E+02,1.00E+03,4.63E+02,4.63E+02,,,,
21,829032928,Glissando,First,FlickDown,1,Correct,2.30E+02,1.00E+03,7.74E+02,7.74E+02,,,,
21,829032928,Glissando,First,FlickDown,2,Correct,2.44E+02,1.00E+03,7.60E+02,7.60E+02,,,,
21,829032928,Glissando,First,FlickDown,3,Correct,4.07E+02,1.00E+03,5.97E+02,5.97E+02,,,,
21,829032928,Glissando,First,FlickDown,4,Correct,4.81E+02,1.00E+03,5.23E+02,5.23E+02,,,,
21,829032331,Glissando,First,FlickLeft,0,Correct,1.51E+03,1.01E+03,-5.09E+02,5.09E+02,,,,
21,829032331,Glissando,First,FlickLeft,1,Correct,1.01E+03,1.01E+03,-8.15E+00,8.15E+00,,,,
21,829032331,Glissando,First,FlickLeft,2,Correct,7.65E+02,1.01E+03,2.40E+02,2.40E+02,,,,
21,829032331,Glissando,First,FlickLeft,3,Correct,1.19E+03,1.01E+03,-1.89E+02,1.89E+02,,,,
21,829032331,Glissando,First,FlickLeft,4,Correct,5.75E+02,1.01E+03,4.30E+02,4.30E+02,,,,
21,829032839,Glissando,First,FlickRight,0,Correct,5.38E+02,1.00E+03,4.66E+02,4.66E+02,,,,
21,829032839,Glissando,First,FlickRight,1,Correct,6.69E+02,1.00E+03,3.35E+02,3.35E+02,,,,
21,829032839,Glissando,First,FlickRight,2,Correct,4.95E+02,1.00E+03,5.09E+02,5.09E+02,,,,
21,829032839,Glissando,First,FlickRight,3,Correct,4.15E+02,1.00E+03,5.89E+02,5.89E+02,,,,
21,829032839,Glissando,First,FlickRight,4,Correct,5.01E+02,1.00E+03,5.03E+02,5.03E+02,,,,
21,829032637,Glissando,First,FlickUp,0,Correct,1.66E+03,1.01E+03,-6.53E+02,6.53E+02,,,,
21,829032637,Glissando,First,FlickUp,1,Correct,5.87E+02,1.01E+03,4.20E+02,4.20E+02,,,,
21,829032637,Glissando,First,FlickUp,2,Correct,5.72E+02,1.01E+03,4.35E+02,4.35E+02,,,,
21,829032637,Glissando,First,FlickUp,3,Correct,5.01E+02,1.01E+03,5.06E+02,5.06E+02,,,,
21,829032637,Glissando,First,FlickUp,4,Correct,3.11E+02,1.01E+03,6.96E+02,6.96E+02,,,,
21,908005321,Glissando,Return,DoubleFlip,0,Correct,5.49E+02,1.01E+03,4.61E+02,4.61E+02,,,,
21,908005321,Glissando,Return,DoubleFlip,1,Correct,6.57E+02,1.01E+03,3.53E+02,3.53E+02,,,,
21,908005321,Glissando,Return,DoubleFlip,2,Correct,6.77E+02,1.01E+03,3.33E+02,3.33E+02,,,,
21,908005321,Glissando,Return,DoubleFlip,3,Correct,4.91E+02,1.01E+03,5.19E+02,5.19E+02,,,,
21,908005321,Glissando,Return,DoubleFlip,4,Correct,6.51E+02,1.01E+03,3.59E+02,3.59E+02,,,,
21,908005448,Glissando,Return,FlickDown,0,Correct,2.83E+02,1.00E+03,7.21E+02,7.21E+02,,,,
21,908005448,Glissando,Return,FlickDown,1,Correct,4.00E+02,1.00E+03,6.04E+02,6.04E+02,,,,
21,908005448,Glissando,Return,FlickDown,2,Correct,3.56E+02,1.00E+03,6.48E+02,6.48E+02,,,,
21,908005448,Glissando,Return,FlickDown,3,Correct,4.18E+02,1.00E+03,5.86E+02,5.86E+02,,,,
21,908005448,Glissando,Return,FlickDown,4,Correct,3.98E+02,1.00E+03,6.06E+02,6.06E+02,,,,
21,908005145,Glissando,Return,FlickLeft,0,Correct,1.55E+03,1.01E+03,-5.45E+02,5.45E+02,,,,
21,908005145,Glissando,Return,FlickLeft,1,Correct,5.83E+02,1.01E+03,4.22E+02,4.22E+02,,,,
21,908005145,Glissando,Return,FlickLeft,2,Correct,4.50E+02,1.01E+03,5.55E+02,5.55E+02,,,,
21,908005145,Glissando,Return,FlickLeft,3,Correct,5.75E+02,1.01E+03,4.30E+02,4.30E+02,,,,
21,908005145,Glissando,Return,FlickLeft,4,Correct,6.33E+02,1.01E+03,3.72E+02,3.72E+02,,,,
21,908005407,Glissando,Return,FlickRight,0,Correct,6.12E+02,1.00E+03,3.92E+02,3.92E+02,,,,
21,908005407,Glissando,Return,FlickRight,1,Correct,4.90E+02,1.00E+03,5.14E+02,5.14E+02,,,,
21,908005407,Glissando,Return,FlickRight,2,Correct,5.61E+02,1.00E+03,4.43E+02,4.43E+02,,,,
21,908005407,Glissando,Return,FlickRight,3,Correct,5.47E+02,1.00E+03,4.57E+02,4.57E+02,,,,
21,908005407,Glissando,Return,FlickRight,4,Correct,7.61E+02,1.00E+03,2.43E+02,2.43E+02,,,,
21,908005233,Glissando,Return,FlickUp,0,Correct,4.00E+02,1.01E+03,6.07E+02,6.07E+02,,,,
21,908005233,Glissando,Return,FlickUp,1,Correct,3.66E+02,1.01E+03,6.41E+02,6.41E+02,,,,
21,908005233,Glissando,Return,FlickUp,2,Correct,4.48E+02,1.01E+03,5.59E+02,5.59E+02,,,,
21,908005233,Glissando,Return,FlickUp,3,Correct,4.49E+02,1.01E+03,5.58E+02,5.58E+02,,,,
21,908005233,Glissando,Return,FlickUp,4,Correct,4.20E+02,1.01E+03,5.87E+02,5.87E+02,,,,
22,829035808,Control,First,DoubleFlip,0,Correct,1.35E+03,1.01E+03,-3.37E+02,3.37E+02,,,,
22,829035808,Control,First,DoubleFlip,1,Correct,1.28E+03,1.01E+03,-2.66E+02,2.66E+02,,,,
22,829035808,Control,First,DoubleFlip,2,Correct,1.43E+03,1.01E+03,-4.19E+02,4.19E+02,,,,
22,829035808,Control,First,DoubleFlip,3,Correct,1.35E+03,1.01E+03,-3.43E+02,3.43E+02,,,,
22,829035808,Control,First,DoubleFlip,4,Correct,9.29E+02,1.01E+03,8.13E+01,8.13E+01,,,,
22,829040008,Control,First,FlickDown,0,Correct,1.14E+03,1.00E+03,-1.33E+02,1.33E+02,,,,
22,829040008,Control,First,FlickDown,1,Correct,8.25E+02,1.00E+03,1.79E+02,1.79E+02,,,,
22,829040008,Control,First,FlickDown,2,Correct,9.10E+02,1.00E+03,9.45E+01,9.45E+01,,,,
22,829040008,Control,First,FlickDown,3,Correct,5.16E+02,1.00E+03,4.88E+02,4.88E+02,,,,
22,829040008,Control,First,FlickDown,4,Correct,7.52E+02,1.00E+03,2.52E+02,2.52E+02,,,,
22,829035410,Control,First,FlickLeft,0,Correct,1.60E+03,1.01E+03,-5.99E+02,5.99E+02,,,,
22,829035410,Control,First,FlickLeft,1,Correct,1.22E+03,1.01E+03,-2.13E+02,2.13E+02,,,,
22,829035410,Control,First,FlickLeft,2,Correct,8.02E+02,1.01E+03,2.03E+02,2.03E+02,,,,
22,829035410,Control,First,FlickLeft,3,Correct,1.05E+03,1.01E+03,-4.92E+01,4.92E+01,,,,
22,829035410,Control,First,FlickLeft,4,Correct,8.84E+02,1.01E+03,1.21E+02,1.21E+02,,,,
22,829035911,Control,First,FlickRight,0,Correct,1.19E+03,1.00E+03,-1.87E+02,1.87E+02,,,,
22,829035911,Control,First,FlickRight,1,Correct,1.02E+03,1.00E+03,-1.79E+01,1.79E+01,,,,
22,829035911,Control,First,FlickRight,2,Correct,1.35E+03,1.00E+03,-3.43E+02,3.43E+02,,,,
22,829035911,Control,First,FlickRight,3,Correct,9.64E+02,1.00E+03,4.00E+01,4.00E+01,,,,
22,829035911,Control,First,FlickRight,4,Correct,9.64E+02,1.00E+03,3.97E+01,3.97E+01,,,,
22,829035654,Control,First,FlickUp,0,Correct,1.37E+03,1.01E+03,-3.59E+02,3.59E+02,,,,
22,829035654,Control,First,FlickUp,1,Correct,1.25E+03,1.01E+03,-2.43E+02,2.43E+02,,,,
22,829035654,Control,First,FlickUp,2,Correct,8.20E+02,1.01E+03,1.87E+02,1.87E+02,,,,
22,829035654,Control,First,FlickUp,3,Correct,1.03E+03,1.01E+03,-2.69E+01,2.69E+01,,,,
22,829035654,Control,First,FlickUp,4,Correct,1.22E+03,1.01E+03,-2.12E+02,2.12E+02,,,,
22,904230653,Control,Return,DoubleFlip,0,Correct,8.63E+02,1.01E+03,1.47E+02,1.47E+02,,,,
22,904230653,Control,Return,DoubleFlip,1,Correct,7.82E+02,1.01E+03,2.28E+02,2.28E+02,,,,
22,904230653,Control,Return,DoubleFlip,2,Correct,8.86E+02,1.01E+03,1.24E+02,1.24E+02,,,,
22,904230653,Control,Return,DoubleFlip,3,Correct,6.92E+02,1.01E+03,3.18E+02,3.18E+02,,,,
22,904230653,Control,Return,DoubleFlip,4,Correct,8.27E+02,1.01E+03,1.83E+02,1.83E+02,,,,
22,904230840,Control,Return,FlickDown,0,Incorrect,1.20E+02,1.00E+03,8.84E+02,8.84E+02,,,,
22,904230840,Control,Return,FlickDown,1,Correct,8.20E+02,1.00E+03,1.84E+02,1.84E+02,,,,
22,904230840,Control,Return,FlickDown,2,Correct,5.90E+02,1.00E+03,4.14E+02,4.14E+02,,,,
22,904230840,Control,Return,FlickDown,3,Correct,9.67E+02,1.00E+03,3.74E+01,3.74E+01,,,,
22,904230840,Control,Return,FlickDown,4,Correct,6.65E+02,1.00E+03,3.39E+02,3.39E+02,,,,
22,904230840,Control,Return,FlickDown,5,Correct,8.69E+02,1.00E+03,1.35E+02,1.35E+02,,,,
22,904230434,Control,Return,FlickLeft,0,Correct,1.58E+03,1.01E+03,-5.78E+02,5.78E+02,,,,
22,904230434,Control,Return,FlickLeft,1,Correct,7.67E+02,1.01E+03,2.38E+02,2.38E+02,,,,
22,904230434,Control,Return,FlickLeft,2,Correct,6.25E+02,1.01E+03,3.80E+02,3.80E+02,,,,
22,904230434,Control,Return,FlickLeft,3,Correct,7.99E+02,1.01E+03,2.06E+02,2.06E+02,,,,
22,904230434,Control,Return,FlickLeft,4,Correct,8.36E+02,1.01E+03,1.69E+02,1.69E+02,,,,
22,904230750,Control,Return,FlickRight,0,Correct,7.73E+02,1.00E+03,2.31E+02,2.31E+02,,,,
22,904230750,Control,Return,FlickRight,1,Correct,9.00E+02,1.00E+03,1.04E+02,1.04E+02,,,,
22,904230750,Control,Return,FlickRight,2,Correct,7.19E+02,1.00E+03,2.85E+02,2.85E+02,,,,
22,904230750,Control,Return,FlickRight,3,Correct,5.10E+02,1.00E+03,4.94E+02,4.94E+02,,,,
22,904230750,Control,Return,FlickRight,4,Correct,6.60E+02,1.00E+03,3.44E+02,3.44E+02,,,,
22,904230610,Control,Return,FlickUp,0,Correct,8.92E+02,1.01E+03,1.15E+02,1.15E+02,,,,
22,904230610,Control,Return,FlickUp,1,Correct,1.15E+03,1.01E+03,-1.46E+02,1.46E+02,,,,
22,904230610,Control,Return,FlickUp,2,Correct,7.16E+02,1.01E+03,2.91E+02,2.91E+02,,,,
22,904230610,Control,Return,FlickUp,3,Correct,8.39E+02,1.01E+03,1.68E+02,1.68E+02,,,,
22,904230610,Control,Return,FlickUp,4,Correct,7.11E+02,1.01E+03,2.96E+02,2.96E+02,,,,
23,829042058,Glissando,First,DoubleFlip,0,Correct,5.52E+02,1.01E+03,4.58E+02,4.58E+02,,,,
23,829042058,Glissando,First,DoubleFlip,1,Correct,1.00E+03,1.01E+03,5.77E+00,5.77E+00,,,,
23,829042058,Glissando,First,DoubleFlip,2,Correct,7.25E+02,1.01E+03,2.85E+02,2.85E+02,,,,
23,829042058,Glissando,First,DoubleFlip,3,Correct,6.67E+02,1.01E+03,3.43E+02,3.43E+02,,,,
23,829042058,Glissando,First,DoubleFlip,4,Correct,6.21E+02,1.01E+03,3.89E+02,3.89E+02,,,,
23,829042242,Glissando,First,FlickDown,0,Correct,5.54E+02,1.00E+03,4.50E+02,4.50E+02,,,,
23,829042242,Glissando,First,FlickDown,1,Correct,2.40E+02,1.00E+03,7.64E+02,7.64E+02,,,,
23,829042242,Glissando,First,FlickDown,2,Correct,3.74E+02,1.00E+03,6.30E+02,6.30E+02,,,,
23,829042242,Glissando,First,FlickDown,3,Correct,2.45E+02,1.00E+03,7.59E+02,7.59E+02,,,,
23,829042242,Glissando,First,FlickDown,4,NotFarEnough,2.02E+02,1.00E+03,8.02E+02,8.02E+02,,,,
23,829042242,Glissando,First,FlickDown,5,Correct,6.26E+02,1.00E+03,3.78E+02,3.78E+02,,,,
23,829041639,Glissando,First,FlickLeft,0,Correct,6.20E+02,1.01E+03,3.85E+02,3.85E+02,,,,
23,829041639,Glissando,First,FlickLeft,1,Correct,9.64E+02,1.01E+03,4.09E+01,4.09E+01,,,,
23,829041639,Glissando,First,FlickLeft,2,Correct,1.28E+03,1.01E+03,-2.71E+02,2.71E+02,,,,
23,829041639,Glissando,First,FlickLeft,3,Correct,8.36E+02,1.01E+03,1.69E+02,1.69E+02,,,,
23,829041639,Glissando,First,FlickLeft,4,NotFarEnough,3.22E+02,1.01E+03,6.83E+02,6.83E+02,,,,
23,829041639,Glissando,First,FlickLeft,5,Correct,5.87E+02,1.01E+03,4.18E+02,4.18E+02,,,,
23,829042156,Glissando,First,FlickRight,0,Correct,6.26E+02,1.00E+03,3.78E+02,3.78E+02,,,,
23,829042156,Glissando,First,FlickRight,1,Correct,3.85E+02,1.00E+03,6.19E+02,6.19E+02,,,,
23,829042156,Glissando,First,FlickRight,2,Correct,3.64E+02,1.00E+03,6.40E+02,6.40E+02,,,,
23,829042156,Glissando,First,FlickRight,3,Correct,4.30E+02,1.00E+03,5.74E+02,5.74E+02,,,,
23,829042156,Glissando,First,FlickRight,4,Correct,4.31E+02,1.00E+03,5.73E+02,5.73E+02,,,,
23,829041955,Glissando,First,FlickUp,0,Correct,7.26E+02,1.01E+03,2.81E+02,2.81E+02,,,,
23,829041955,Glissando,First,FlickUp,1,Correct,4.29E+02,1.01E+03,5.78E+02,5.78E+02,,,,
23,829041955,Glissando,First,FlickUp,2,Correct,1.00E+03,1.01E+03,4.00E+00,4.00E+00,,,,
23,829041955,Glissando,First,FlickUp,3,Correct,4.44E+02,1.01E+03,5.63E+02,5.63E+02,,,,
23,829041955,Glissando,First,FlickUp,4,Correct,5.88E+02,1.01E+03,4.19E+02,4.19E+02,,,,
23,905024328,Glissando,Return,DoubleFlip,0,Correct,9.12E+02,1.01E+03,9.82E+01,9.82E+01,,,,
23,905024328,Glissando,Return,DoubleFlip,1,Correct,3.87E+02,1.01E+03,6.23E+02,6.23E+02,,,,
23,905024328,Glissando,Return,DoubleFlip,2,Correct,4.63E+02,1.01E+03,5.47E+02,5.47E+02,,,,
23,905024328,Glissando,Return,DoubleFlip,3,Correct,3.92E+02,1.01E+03,6.18E+02,6.18E+02,,,,
23,905024328,Glissando,Return,DoubleFlip,4,Correct,6.03E+02,1.01E+03,4.07E+02,4.07E+02,,,,
23,905024507,Glissando,Return,FlickDown,0,Correct,4.79E+02,1.00E+03,5.25E+02,5.25E+02,,,,
23,905024507,Glissando,Return,FlickDown,1,Correct,5.77E+02,1.00E+03,4.27E+02,4.27E+02,,,,
23,905024507,Glissando,Return,FlickDown,2,Correct,3.26E+02,1.00E+03,6.78E+02,6.78E+02,,,,
23,905024507,Glissando,Return,FlickDown,3,Correct,5.70E+02,1.00E+03,4.34E+02,4.34E+02,,,,
23,905024507,Glissando,Return,FlickDown,4,Correct,5.56E+02,1.00E+03,4.48E+02,4.48E+02,,,,
23,905024046,Glissando,Return,FlickLeft,0,Correct,4.45E+02,1.01E+03,5.60E+02,5.60E+02,,,,
23,905024046,Glissando,Return,FlickLeft,1,Correct,3.96E+02,1.01E+03,6.09E+02,6.09E+02,,,,
23,905024046,Glissando,Return,FlickLeft,2,Correct,5.27E+02,1.01E+03,4.78E+02,4.78E+02,,,,
23,905024046,Glissando,Return,FlickLeft,3,Correct,5.87E+02,1.01E+03,4.18E+02,4.18E+02,,,,
23,905024046,Glissando,Return,FlickLeft,4,Correct,5.07E+02,1.01E+03,4.98E+02,4.98E+02,,,,
23,905024423,Glissando,Return,FlickRight,0,Correct,3.53E+02,1.00E+03,6.51E+02,6.51E+02,,,,
23,905024423,Glissando,Return,FlickRight,1,Correct,3.64E+02,1.00E+03,6.40E+02,6.40E+02,,,,
23,905024423,Glissando,Return,FlickRight,2,Correct,4.23E+02,1.00E+03,5.81E+02,5.81E+02,,,,
23,905024423,Glissando,Return,FlickRight,3,Correct,4.40E+02,1.00E+03,5.64E+02,5.64E+02,,,,
23,905024423,Glissando,Return,FlickRight,4,Correct,4.14E+02,1.00E+03,5.90E+02,5.90E+02,,,,
23,905024238,Glissando,Return,FlickUp,0,Correct,4.60E+02,1.01E+03,5.47E+02,5.47E+02,,,,
23,905024238,Glissando,Return,FlickUp,1,Correct,3.90E+02,1.01E+03,6.17E+02,6.17E+02,,,,
23,905024238,Glissando,Return,FlickUp,2,Correct,4.16E+02,1.01E+03,5.91E+02,5.91E+02,,,,
23,905024238,Glissando,Return,FlickUp,3,Correct,4.28E+02,1.01E+03,5.79E+02,5.79E+02,,,,
23,905024238,Glissando,Return,FlickUp,4,Correct,6.09E+02,1.01E+03,3.98E+02,3.98E+02,,,,
24,829043202,Control,First,DoubleFlip,0,Correct,4.68E+02,1.01E+03,5.42E+02,5.42E+02,,,,
24,829043202,Control,First,DoubleFlip,1,Correct,3.29E+02,1.01E+03,6.81E+02,6.81E+02,,,,
24,829043202,Control,First,DoubleFlip,2,Correct,1.86E+02,1.01E+03,8.24E+02,8.24E+02,,,,
24,829043202,Control,First,DoubleFlip,3,Correct,2.70E+02,1.01E+03,7.40E+02,7.40E+02,,,,
24,829043202,Control,First,DoubleFlip,4,Correct,3.03E+02,1.01E+03,7.07E+02,7.07E+02,,,,
24,829043344,Control,First,FlickDown,0,Correct,3.28E+02,1.00E+03,6.76E+02,6.76E+02,,,,
24,829043344,Control,First,FlickDown,1,Correct,2.92E+02,1.00E+03,7.12E+02,7.12E+02,,,,
24,829043344,Control,First,FlickDown,2,Correct,2.27E+02,1.00E+03,7.77E+02,7.77E+02,,,,
24,829043344,Control,First,FlickDown,3,Correct,9.77E+01,1.00E+03,9.06E+02,9.06E+02,,,,
24,829043344,Control,First,FlickDown,4,Correct,1.62E+02,1.00E+03,8.42E+02,8.42E+02,,,,
24,829042744,Control,First,FlickLeft,0,Correct,3.27E+02,1.01E+03,6.78E+02,6.78E+02,,,,
24,829042744,Control,First,FlickLeft,1,Correct,4.59E+02,1.01E+03,5.46E+02,5.46E+02,,,,
24,829042744,Control,First,FlickLeft,2,Correct,5.05E+02,1.01E+03,5.00E+02,5.00E+02,,,,
