Participant,ParticipantID,Condition,Trial,Gesture,AttemptNumber,Outcome,GestureLength(ns),IdealGestureLength,Difference,ABSDifference,,,,
45,902035725,Control,First,FlickLeft,1,Correct,8.58E+02,1.01E+03,1.47E+02,1.47E+02,,,,
45,902035725,Control,First,FlickLeft,2,Correct,8.43E+02,1.01E+03,1.62E+02,1.62E+02,,,,
45,902035725,Control,First,FlickLeft,3,Correct,8.31E+02,1.01E+03,1.74E+02,1.74E+02,,,,
45,902035725,Control,First,FlickLeft,4,Correct,6.69E+02,1.01E+03,3.36E+02,3.36E+02,,,,
45,902040021,Control,First,FlickRight,0,Correct,3.55E+02,1.00E+03,6.49E+02,6.49E+02,,,,
45,902040021,Control,First,FlickRight,1,Correct,3.82E+02,1.00E+03,6.22E+02,6.22E+02,,,,
45,902040021,Control,First,FlickRight,2,Correct,3.79E+02,1.00E+03,6.25E+02,6.25E+02,,,,
45,902040021,Control,First,FlickRight,3,Correct,3.40E+02,1.00E+03,6.64E+02,6.64E+02,,,,
45,902040021,Control,First,FlickRight,4,Correct,3.54E+02,1.00E+03,6.50E+02,6.50E+02,,,,
45,902035833,Control,First,FlickUp,0,Incorrect,4.62E+02,1.01E+03,5.45E+02,5.45E+02,,,,
45,902035833,Control,First,FlickUp,1,Correct,4.18E+02,1.01E+03,5.89E+02,5.89E+02,,,,
45,902035833,Control,First,FlickUp,2,Correct,7.03E+02,1.01E+03,3.04E+02,3.04E+02,,,,
45,902035833,Control,First,FlickUp,3,Correct,6.25E+02,1.01E+03,3.82E+02,3.82E+02,,,,
45,902035833,Control,First,FlickUp,4,Correct,9.05E+02,1.01E+03,1.02E+02,1.02E+02,,,,
45,902035833,Control,First,FlickUp,5,Correct,9.09E+02,1.01E+03,9.76E+01,9.76E+01,,,,
45,909035444,Control,Return,DoubleFlip,0,Correct,3.50E+02,1.01E+03,6.60E+02,6.60E+02,,,,
45,909035444,Control,Return,DoubleFlip,1,Correct,3.63E+02,1.01E+03,6.47E+02,6.47E+02,,,,
45,909035444,Control,Return,DoubleFlip,2,Correct,4.62E+02,1.01E+03,5.48E+02,5.48E+02,,,,
45,909035444,Control,Return,DoubleFlip,3,Correct,4.39E+02,1.01E+03,5.71E+02,5.71E+02,,,,
45,909035444,Control,Return,DoubleFlip,4,Correct,3.27E+02,1.01E+03,6.83E+02,6.83E+02,,,,
45,909035611,Control,Return,FlickDown,0,Correct,2.66E+02,1.00E+03,7.38E+02,7.38E+02,,,,
45,909035611,Control,Return,FlickDown,1,Correct,4.05E+02,1.00E+03,5.99E+02,5.99E+02,,,,
45,909035611,Control,Return,FlickDown,2,Correct,4.33E+02,1.00E+03,5.71E+02,5.71E+02,,,,
45,909035611,Control,Return,FlickDown,3,Correct,5.92E+02,1.00E+03,4.12E+02,4.12E+02,,,,
45,909035611,Control,Return,FlickDown,4,Correct,5.27E+02,1.00E+03,4.77E+02,4.77E+02,,,,
45,909035223,Control,Return,FlickLeft,0,Correct,5.34E+02,1.01E+03,4.71E+02,4.71E+02,,,,
45,909035223,Control,Return,FlickLeft,1,Correct,5.05E+02,1.01E+03,5.00E+02,5.00E+02,,,,
45,909035223,Control,Return,FlickLeft,2,Correct,3.13E+02,1.01E+03,6.92E+02,6.92E+02,,,,
45,909035223,Control,Return,FlickLeft,3,Correct,4.11E+02,1.01E+03,5.94E+02,5.94E+02,,,,
45,909035223,Control,Return,FlickLeft,4,Correct,4.45E+02,1.01E+03,5.60E+02,5.60E+02,,,,
45,909035528,Control,Return,FlickRight,0,Correct,3.52E+02,1.00E+03,6.52E+02,6.52E+02,,,,
45,909035528,Control,Return,FlickRight,1,Correct,2.68E+02,1.00E+03,7.36E+02,7.36E+02,,,,
45,909035528,Control,Return,FlickRight,2,Correct,4.02E+02,1.00E+03,6.02E+02,6.02E+02,,,,
45,909035528,Control,Return,FlickRight,3,Correct,3.47E+02,1.00E+03,6.57E+02,6.57E+02,,,,
45,909035528,Control,Return,FlickRight,4,Correct,5.69E+02,1.00E+03,4.35E+02,4.35E+02,,,,
45,909035356,Control,Return,FlickUp,0,Correct,3.48E+02,1.01E+03,6.59E+02,6.59E+02,,,,
45,909035356,Control,Return,FlickUp,1,Correct,2.73E+02,1.01E+03,7.34E+02,7.34E+02,,,,
45,909035356,Control,Return,FlickUp,2,Correct,2.99E+02,1.01E+03,7.08E+02,7.08E+02,,,,
45,909035356,Control,Return,FlickUp,3,Correct,2.87E+02,1.01E+03,7.20E+02,7.20E+02,,,,
45,909035356,Control,Return,FlickUp,4,Correct,5.37E+02,1.01E+03,4.70E+02,4.70E+02,,,,
46,902230022,Glissando,First,DoubleFlip,0,Correct,3.46E+02,1.01E+03,6.64E+02,6.64E+02,,,,
46,902230022,Glissando,First,DoubleFlip,1,NotFarEnough,2.81E+02,1.01E+03,7.29E+02,7.29E+02,,,,
46,902230022,Glissando,First,DoubleFlip,2,Correct,1.10E+02,1.01E+03,9.00E+02,9.00E+02,,,,
46,902230022,Glissando,First,DoubleFlip,3,Correct,1.08E+02,1.01E+03,9.02E+02,9.02E+02,,,,
46,902230022,Glissando,First,DoubleFlip,4,Correct,7.75E+01,1.01E+03,9.33E+02,9.33E+02,,,,
46,902230022,Glissando,First,DoubleFlip,5,Correct,7.86E+01,1.01E+03,9.31E+02,9.31E+02,,,,
46,902230159,Glissando,First,FlickDown,0,Correct,2.25E+02,1.00E+03,7.79E+02,7.79E+02,,,,
46,902230159,Glissando,First,FlickDown,1,Correct,9.84E+01,1.00E+03,9.06E+02,9.06E+02,,,,
46,902230159,Glissando,First,FlickDown,2,Correct,1.71E+02,1.00E+03,8.33E+02,8.33E+02,,,,
46,902230159,Glissando,First,FlickDown,3,Correct,1.74E+02,1.00E+03,8.30E+02,8.30E+02,,,,
46,902230159,Glissando,First,FlickDown,4,Correct,9.51E+01,1.00E+03,9.09E+02,9.09E+02,,,,
46,902225824,Glissando,First,FlickLeft,0,Correct,6.43E+01,1.01E+03,9.41E+02,9.41E+02,,,,
46,902225824,Glissando,First,FlickLeft,1,Correct,9.64E+02,1.01E+03,4.14E+01,4.14E+01,,,,
46,902225824,Glissando,First,FlickLeft,2,Correct,2.40E+02,1.01E+03,7.65E+02,7.65E+02,,,,
46,902225824,Glissando,First,FlickLeft,3,Correct,2.36E+02,1.01E+03,7.69E+02,7.69E+02,,,,
46,902225824,Glissando,First,FlickLeft,4,Correct,3.41E+02,1.01E+03,6.64E+02,6.64E+02,,,,
46,902230114,Glissando,First,FlickRight,0,Correct,1.19E+02,1.00E+03,8.85E+02,8.85E+02,,,,
46,902230114,Glissando,First,FlickRight,1,Correct,1.02E+02,1.00E+03,9.02E+02,9.02E+02,,,,
46,902230114,Glissando,First,FlickRight,2,Correct,7.76E+01,1.00E+03,9.26E+02,9.26E+02,,,,
46,902230114,Glissando,First,FlickRight,3,Correct,1.11E+02,1.00E+03,8.93E+02,8.93E+02,,,,
46,902230114,Glissando,First,FlickRight,4,Correct,6.25E+01,1.00E+03,9.42E+02,9.42E+02,,,,
46,902225933,Glissando,First,FlickUp,0,Correct,8.46E+01,1.01E+03,9.22E+02,9.22E+02,,,,
46,902225933,Glissando,First,FlickUp,1,Correct,5.05E+02,1.01E+03,5.02E+02,5.02E+02,,,,
46,902225933,Glissando,First,FlickUp,2,Correct,3.36E+02,1.01E+03,6.71E+02,6.71E+02,,,,
46,902225933,Glissando,First,FlickUp,3,Correct,1.72E+02,1.01E+03,8.35E+02,8.35E+02,,,,
46,902225933,Glissando,First,FlickUp,4,Correct,1.92E+02,1.01E+03,8.15E+02,8.15E+02,,,,
46,909230015,Glissando,Return,DoubleFlip,0,Correct,5.16E+02,1.01E+03,4.94E+02,4.94E+02,,,,
46,909230015,Glissando,Return,DoubleFlip,1,Correct,6.87E+01,1.01E+03,9.41E+02,9.41E+02,,,,
46,909230015,Glissando,Return,DoubleFlip,2,Correct,6.52E+01,1.01E+03,9.45E+02,9.45E+02,,,,
46,909230015,Glissando,Return,DoubleFlip,3,Incorrect,7.09E+01,1.01E+03,9.39E+02,9.39E+02,,,,
46,909230015,Glissando,Return,DoubleFlip,4,Correct,2.57E+02,1.01E+03,7.53E+02,7.53E+02,,,,
46,909230015,Glissando,Return,DoubleFlip,5,Incorrect,6.89E+01,1.01E+03,9.41E+02,9.41E+02,,,,
46,909230015,Glissando,Return,DoubleFlip,6,Correct,3.75E+02,1.01E+03,6.35E+02,6.35E+02,,,,
46,909230151,Glissando,Return,FlickDown,0,Incorrect,7.11E+01,1.00E+03,9.33E+02,9.33E+02,,,,
46,909230151,Glissando,Return,FlickDown,1,Correct,9.78E+01,1.00E+03,9.06E+02,9.06E+02,,,,
46,909230151,Glissando,Return,FlickDown,2,Correct,6.07E+01,1.00E+03,9.43E+02,9.43E+02,,,,
46,909230151,Glissando,Return,FlickDown,3,Correct,6.43E+01,1.00E+03,9.40E+02,9.40E+02,,,,
46,909230151,Glissando,Return,FlickDown,4,Correct,8.97E+01,1.00E+03,9.14E+02,9.14E+02,,,,
46,909230151,Glissando,Return,FlickDown,5,Correct,7.78E+01,1.00E+03,9.26E+02,9.26E+02,,,,
46,909225809,Glissando,Return,FlickLeft,0,Correct,3.96E+02,1.01E+03,6.09E+02,6.09E+02,,,,
46,909225809,Glissando,Return,FlickLeft,1,Correct,1.31E+02,1.01E+03,8.74E+02,8.74E+02,,,,
46,909225809,Glissando,Return,FlickLeft,2,Correct,3.07E+02,1.01E+03,6.98E+02,6.98E+02,,,,
46,909225809,Glissando,Return,FlickLeft,3,Correct,2.81E+02,1.01E+03,7.24E+02,7.24E+02,,,,
46,909225809,Glissando,Return,FlickLeft,4,Correct,1.03E+02,1.01E+03,9.02E+02,9.02E+02,,,,
46,909230111,Glissando,Return,FlickRight,0,Correct,7.50E+01,1.00E+03,9.29E+02,9.29E+02,,,,
46,909230111,Glissando,Return,FlickRight,1,Correct,7.69E+01,1.00E+03,9.27E+02,9.27E+02,,,,
46,909230111,Glissando,Return,FlickRight,2,Correct,7.61E+01,1.00E+03,9.28E+02,9.28E+02,,,,
46,909230111,Glissando,Return,FlickRight,3,Correct,5.59E+01,1.00E+03,9.48E+02,9.48E+02,,,,
46,909230111,Glissando,Return,FlickRight,4,Correct,1.06E+02,1.00E+03,8.98E+02,8.98E+02,,,,
46,909225932,Glissando,Return,FlickUp,0,Correct,2.29E+02,1.01E+03,7.78E+02,7.78E+02,,,,
46,909225932,Glissando,Return,FlickUp,1,Correct,7.71E+01,1.01E+03,9.30E+02,9.30E+02,,,,
46,909225932,Glissando,Return,FlickUp,2,Correct,7.63E+01,1.01E+03,9.31E+02,9.31E+02,,,,
46,909225932,Glissando,Return,FlickUp,3,Correct,8.61E+01,1.01E+03,9.21E+02,9.21E+02,,,,
46,909225932,Glissando,Return,FlickUp,4,Correct,8.71E+01,1.01E+03,9.20E+02,9.20E+02,,,,
47,902235949,Control,First,DoubleFlip,0,Correct,8.47E+01,1.01E+03,9.25E+02,9.25E+02,,,,
47,902235949,Control,First,DoubleFlip,1,Correct,4.77E+02,1.01E+03,5.33E+02,5.33E+02,,,,
47,902235949,Control,First,DoubleFlip,2,Correct,2.05E+02,1.01E+03,8.05E+02,8.05E+02,,,,
47,902235949,Control,First,DoubleFlip,3,Correct,3.80E+02,1.01E+03,6.30E+02,6.30E+02,,,,
47,902235949,Control,First,DoubleFlip,4,Correct,2.50E+03,1.01E+03,-1.49E+03,1.49E+03,,,,
47,903000154,Control,First,FlickDown,0,Correct,8.27E+02,1.00E+03,1.77E+02,1.77E+02,,,,
47,903000154,Control,First,FlickDown,1,Correct,5.28E+02,1.00E+03,4.76E+02,4.76E+02,,,,
47,903000154,Control,First,FlickDown,2,Correct,5.99E+02,1.00E+03,4.05E+02,4.05E+02,,,,
47,903000154,Control,First,FlickDown,3,Correct,1.37E+02,1.00E+03,8.67E+02,8.67E+02,,,,
47,903000154,Control,First,FlickDown,4,Correct,5.72E+02,1.00E+03,4.32E+02,4.32E+02,,,,
47,902235621,Control,First,FlickLeft,0,Incorrect,5.14E+01,1.01E+03,9.54E+02,9.54E+02,,,,
47,902235621,Control,First,FlickLeft,1,Correct,3.64E+03,1.01E+03,-2.63E+03,2.63E+03,,,,
47,902235621,Control,First,FlickLeft,2,Incorrect,6.07E+01,1.01E+03,9.44E+02,9.44E+02,,,,
47,902235621,Control,First,FlickLeft,3,Correct,3.20E+03,1.01E+03,-2.20E+03,2.20E+03,,,,
47,902235621,Control,First,FlickLeft,4,Incorrect,5.94E+01,1.01E+03,9.46E+02,9.46E+02,,,,
47,902235621,Control,First,FlickLeft,5,Incorrect,5.19E+01,1.01E+03,9.53E+02,9.53E+02,,,,
47,902235621,Control,First,FlickLeft,6,Correct,1.31E+03,1.01E+03,-3.01E+02,3.01E+02,,,,
47,902235621,Control,First,FlickLeft,7,Incorrect,6.25E+00,1.01E+03,9.99E+02,9.99E+02,,,,
47,902235621,Control,First,FlickLeft,8,Correct,4.45E+02,1.01E+03,5.60E+02,5.60E+02,,,,
47,902235621,Control,First,FlickLeft,9,Incorrect,1.15E+02,1.01E+03,8.90E+02,8.90E+02,,,,
47,902235621,Control,First,FlickLeft,10,Incorrect,6.32E+01,1.01E+03,9.42E+02,9.42E+02,,,,
47,902235621,Control,First,FlickLeft,11,Incorrect,1.20E+01,1.01E+03,9.93E+02,9.93E+02,,,,
47,902235621,Control,First,FlickLeft,12,Correct,4.29E+01,1.01E+03,9.62E+02,9.62E+02,,,,
47,903000051,Control,First,FlickRight,0,Correct,1.83E+02,1.00E+03,8.21E+02,8.21E+02,,,,
47,903000051,Control,First,FlickRight,1,Correct,4.95E+02,1.00E+03,5.09E+02,5.09E+02,,,,
47,903000051,Control,First,FlickRight,2,Incorrect,6.02E+01,1.00E+03,9.44E+02,9.44E+02,,,,
47,903000051,Control,First,FlickRight,3,Incorrect,7.02E+01,1.00E+03,9.34E+02,9.34E+02,,,,
47,903000051,Control,First,FlickRight,4,Correct,6.57E+01,1.00E+03,9.38E+02,9.38E+02,,,,
47,903000051,Control,First,FlickRight,5,Correct,3.08E+02,1.00E+03,6.96E+02,6.96E+02,,,,
47,903000051,Control,First,FlickRight,6,Correct,8.61E+01,1.00E+03,9.18E+02,9.18E+02,,,,
47,902235839,Control,First,FlickUp,0,Correct,5.48E+01,1.01E+03,9.52E+02,9.52E+02,,,,
47,902235839,Control,First,FlickUp,1,Correct,4.45E+02,1.01E+03,5.62E+02,5.62E+02,,,,
47,902235839,Control,First,FlickUp,2,Correct,5.72E+02,1.01E+03,4.35E+02,4.35E+02,,,,
47,902235839,Control,First,FlickUp,3,Correct,4.88E+02,1.01E+03,5.19E+02,5.19E+02,,,,
47,902235839,Control,First,FlickUp,4,Correct,3.94E+02,1.01E+03,6.13E+02,6.13E+02,,,,
47,908225537,Control,Return,DoubleFlip,0,Aborted,0.00E+00,1.01E+03,1.01E+03,1.01E+03,,,,
47,908225537,Control,Return,DoubleFlip,1,Aborted,0.00E+00,1.01E+03,1.01E+03,1.01E+03,,,,
47,908225537,Control,Return,DoubleFlip,2,Incorrect,2.80E+02,1.01E+03,7.30E+02,7.30E+02,,,,
47,908225537,Control,Return,DoubleFlip,3,Correct,6.49E+02,1.01E+03,3.61E+02,3.61E+02,,,,
47,908225537,Control,Return,DoubleFlip,4,Correct,5.22E+02,1.01E+03,4.88E+02,4.88E+02,,,,
47,908225537,Control,Return,DoubleFlip,5,Correct,1.37E+03,1.01E+03,-3.62E+02,3.62E+02,,,,
47,908225537,Control,Return,DoubleFlip,6,Correct,2.69E+03,1.01E+03,-1.68E+03,1.68E+03,,,,
47,908225537,Control,Return,DoubleFlip,7,Correct,1.08E+02,1.01E+03,9.02E+02,9.02E+02,,,,
47,908225742,Control,Return,FlickDown,0,Correct,4.34E+02,1.00E+03,5.70E+02,5.70E+02,,,,
47,908225742,Control,Return,FlickDown,1,Correct,3.90E+02,1.00E+03,6.14E+02,6.14E+02,,,,
47,908225742,Control,Return,FlickDown,2,Correct,4.70E+02,1.00E+03,5.34E+02,5.34E+02,,,,
47,908225742,Control,Return,FlickDown,3,Correct,3.42E+02,1.00E+03,6.62E+02,6.62E+02,,,,
47,908225742,Control,Return,FlickDown,4,Correct,3.17E+02,1.00E+03,6.87E+02,6.87E+02,,,,
47,908225223,Control,Return,FlickLeft,0,Incorrect,7.41E+01,1.01E+03,9.31E+02,9.31E+02,,,,
47,908225223,Control,Return,FlickLeft,1,Incorrect,1.53E+01,1.01E+03,9.90E+02,9.90E+02,,,,
47,908225223,Control,Return,FlickLeft,2,Incorrect,2.22E+01,1.01E+03,9.83E+02,9.83E+02,,,,
47,908225223,Control,Return,FlickLeft,3,Incorrect,1.95E+01,1.01E+03,9.86E+02,9.86E+02,,,,
47,908225223,Control,Return,FlickLeft,4,Incorrect,7.73E+00,1.01E+03,9.97E+02,9.97E+02,,,,
47,908225223,Control,Return,FlickLeft,5,Incorrect,2.75E+01,1.01E+03,9.78E+02,9.78E+02,,,,
47,908225223,Control,Return,FlickLeft,6,Incorrect,5.29E+01,1.01E+03,9.52E+02,9.52E+02,,,,
47,908225223,Control,Return,FlickLeft,7,Correct,4.60E+03,1.01E+03,-3.60E+03,3.60E+03,,,,
47,908225223,Control,Return,FlickLeft,8,Incorrect,5.50E+01,1.01E+03,9.50E+02,9.50E+02,,,,
47,908225223,Control,Return,FlickLeft,9,Correct,2.99E+02,1.01E+03,7.06E+02,7.06E+02,,,,
47,908225223,Control,Return,FlickLeft,10,Correct,5.54E+02,1.01E+03,4.51E+02,4.51E+02,,,,
47,908225223,Control,Return,FlickLeft,11,Correct,4.09E+02,1.01E+03,5.96E+02,5.96E+02,,,,
47,908225223,Control,Return,FlickLeft,12,Correct,4.02E+02,1.01E+03,6.03E+02,6.03E+02,,,,
47,908225653,Control,Return,FlickRight,0,Correct,3.47E+02,1.00E+03,6.57E+02,6.57E+02,,,,
47,908225653,Control,Return,FlickRight,1,Correct,4.74E+02,1.00E+03,5.30E+02,5.30E+02,,,,
47,908225653,Control,Return,FlickRight,2,Correct,1.54E+02,1.00E+03,8.50E+02,8.50E+02,,,,
47,908225653,Control,Return,FlickRight,3,Correct,6.68E+02,1.00E+03,3.36E+02,3.36E+02,,,,
47,908225653,Control,Return,FlickRight,4,Correct,5.53E+02,1.00E+03,4.51E+02,4.51E+02,,,,
47,908225358,Control,Return,FlickUp,0,Incorrect,5.68E+01,1.01E+03,9.50E+02,9.50E+02,,,,
47,908225358,Control,Return,FlickUp,1,Incorrect,8.39E+00,1.01E+03,9.99E+02,9.99E+02,,,,
47,908225358,Control,Return,FlickUp,2,Incorrect,2.45E+01,1.01E+03,9.83E+02,9.83E+02,,,,
47,908225358,Control,Return,FlickUp,3,Incorrect,3.89E+01,1.01E+03,9.68E+02,9.68E+02,,,,
47,908225358,Control,Return,FlickUp,4,Correct,3.03E+02,1.01E+03,7.04E+02,7.04E+02,,,,
47,908225358,Control,Return,FlickUp,5,Incorrect,5.13E+01,1.01E+03,9.56E+02,9.56E+02,,,,
47,908225358,Control,Return,FlickUp,6,Incorrect,1.84E+01,1.01E+03,9.89E+02,9.89E+02,,,,
47,908225358,Control,Return,FlickUp,7,Correct,3.09E+02,1.01E+03,6.98E+02,6.98E+02,,,,
47,908225358,Control,Return,FlickUp,8,Correct,1.99E+03,1.01E+03,-9.86E+02,9.86E+02,,,,
47,908225358,Control,Return,FlickUp,9,Incorrect,5.89E+01,1.01E+03,9.48E+02,9.48E+02,,,,
47,908225358,Control,Return,FlickUp,10,Correct,1.46E+02,1.01E+03,8.61E+02,8.61E+02,,,,
47,908225358,Control,Return,FlickUp,11,Correct,2.87E+02,1.01E+03,7.20E+02,7.20E+02,,,,
27,901205205,Glissando,First,FlickLeft,0,Correct,8.70E+02,1.01E+03,1.35E+02,1.35E+02,,,,
27,901205205,Glissando,First,FlickLeft,1,Correct,4.23E+02,1.01E+03,5.82E+02,5.82E+02,,,,
27,901205205,Glissando,First,FlickLeft,2,Correct,3.99E+02,1.01E+03,6.06E+02,6.06E+02,,,,
27,901205205,Glissando,First,FlickLeft,3,Correct,3.56E+02,1.01E+03,6.49E+02,6.49E+02,,,,
27,901205205,Glissando,First,FlickLeft,4,TurnedRight,6.92E+01,1.01E+03,9.36E+02,9.36E+02,,,,
27,901205205,Glissando,First,FlickLeft,5,Correct,7.30E+02,1.01E+03,2.75E+02,2.75E+02,,,,
27,901205534,Glissando,First,FlickUp,0,Correct,3.60E+02,1.01E+03,6.47E+02,6.47E+02,,,,
27,901205534,Glissando,First,FlickUp,1,Correct,1.99E+03,1.01E+03,-9.83E+02,9.83E+02,,,,
27,901205534,Glissando,First,FlickUp,2,Correct,4.03E+02,1.01E+03,6.04E+02,6.04E+02,,,,
27,901205534,Glissando,First,FlickUp,3,Correct,3.80E+02,1.01E+03,6.27E+02,6.27E+02,,,,
27,901205534,Glissando,First,FlickUp,4,Correct,3.51E+02,1.01E+03,6.56E+02,6.56E+02,,,,
27,901205637,Glissando,First,DoubleFlip,0,Correct,5.55E+02,1.00E+03,4.49E+02,4.49E+02,,,,
27,901205637,Glissando,First,DoubleFlip,1,Correct,5.00E+02,1.00E+03,5.04E+02,5.04E+02,,,,
27,901205637,Glissando,First,DoubleFlip,2,Correct,4.63E+02,1.00E+03,5.41E+02,5.41E+02,,,,
27,901205637,Glissando,First,DoubleFlip,3,Correct,5.85E+02,1.00E+03,4.19E+02,4.19E+02,,,,
27,901205637,Glissando,First,DoubleFlip,4,Correct,4.57E+02,1.00E+03,5.47E+02,5.47E+02,,,,
27,901205758,Glissando,First,FlickRight,0,Correct,4.22E+02,1.00E+03,5.82E+02,5.82E+02,,,,
27,901205758,Glissando,First,FlickRight,1,Correct,4.03E+02,1.00E+03,6.01E+02,6.01E+02,,,,
27,901205758,Glissando,First,FlickRight,2,Correct,5.02E+02,1.00E+03,5.02E+02,5.02E+02,,,,
27,901205758,Glissando,First,FlickRight,3,Correct,3.79E+02,1.00E+03,6.25E+02,6.25E+02,,,,
27,901205758,Glissando,First,FlickRight,4,Correct,3.72E+02,1.00E+03,6.32E+02,6.32E+02,,,,
27,901205910,Glissando,First,FlickDown,0,Correct,4.19E+02,1.00E+03,5.85E+02,5.85E+02,,,,
27,901205910,Glissando,First,FlickDown,1,Correct,3.71E+02,1.00E+03,6.33E+02,6.33E+02,,,,
27,901205910,Glissando,First,FlickDown,2,Correct,4.34E+02,1.00E+03,5.70E+02,5.70E+02,,,,
27,901205910,Glissando,First,FlickDown,3,Correct,4.06E+02,1.00E+03,5.98E+02,5.98E+02,,,,
27,901205910,Glissando,First,FlickDown,4,Correct,4.01E+02,1.00E+03,6.03E+02,6.03E+02,,,,
27,915205945,Glissando,Return,FlickLeft,0,Incorrect,2.13E+02,1.01E+03,7.92E+02,7.92E+02,,,,
27,915205945,Glissando,Return,FlickLeft,1,Incorrect,2.30E+03,1.01E+03,-1.29E+03,1.29E+03,,,,
27,915205945,Glissando,Return,FlickLeft,2,Incorrect,6.59E+01,1.01E+03,9.39E+02,9.39E+02,,,,
27,915205945,Glissando,Return,FlickLeft,3,Incorrect,4.39E+02,1.01E+03,5.66E+02,5.66E+02,,,,
27,915205945,Glissando,Return,FlickLeft,4,Incorrect,3.83E+02,1.01E+03,6.22E+02,6.22E+02,,,,
27,915205945,Glissando,Return,FlickLeft,5,Incorrect,5.57E+02,1.01E+03,4.48E+02,4.48E+02,,,,
27,915205945,Glissando,Return,FlickLeft,6,Incorrect,1.11E+03,1.01E+03,-1.02E+02,1.02E+02,,,,
27,915210239,Glissando,Return,FlickUp,0,Correct,4.18E+02,1.01E+03,5.89E+02,5.89E+02,,,,
27,915210239,Glissando,Return,FlickUp,1,Correct,6.54E+02,1.01E+03,3.53E+02,3.53E+02,,,,
27,915210239,Glissando,Return,FlickUp,2,Correct,6.37E+02,1.01E+03,3.70E+02,3.70E+02,,,,
27,915210239,Glissando,Return,FlickUp,3,Correct,4.97E+02,1.01E+03,5.10E+02,5.10E+02,,,,
27,915210239,Glissando,Return,FlickUp,4,Correct,5.77E+02,1.01E+03,4.30E+02,4.30E+02,,,,
27,915210334,Glissando,Return,DoubleFlip,0,Correct,7.98E+02,1.00E+03,2.06E+02,2.06E+02,,,,
27,915210334,Glissando,Return,DoubleFlip,1,Correct,5.72E+02,1.00E+03,4.32E+02,4.32E+02,,,,
27,915210334,Glissando,Return,DoubleFlip,2,Correct,4.74E+02,1.00E+03,5.30E+02,5.30E+02,,,,
27,915210334,Glissando,Return,DoubleFlip,3,Correct,5.18E+02,1.00E+03,4.86E+02,4.86E+02,,,,
27,915210334,Glissando,Return,DoubleFlip,4,Correct,5.83E+02,1.00E+03,4.21E+02,4.21E+02,,,,
27,915210424,Glissando,Return,FlickRight,0,Incorrect,5.88E+02,1.00E+03,4.16E+02,4.16E+02,,,,
27,915210424,Glissando,Return,FlickRight,1,Incorrect,3.08E+02,1.00E+03,6.96E+02,6.96E+02,,,,
27,915210424,Glissando,Return,FlickRight,2,Correct,3.13E+03,1.00E+03,-2.12E+03,2.12E+03,,,,
27,915210424,Glissando,Return,FlickRight,3,Incorrect,7.51E+01,1.00E+03,9.29E+02,9.29E+02,,,,
27,915210424,Glissando,Return,FlickRight,4,Correct,4.80E+03,1.00E+03,-3.80E+03,3.80E+03,,,,
27,915210424,Glissando,Return,FlickRight,5,Correct,8.40E+02,1.00E+03,1.64E+02,1.64E+02,,,,
27,915210424,Glissando,Return,FlickRight,6,Correct,4.91E+02,1.00E+03,5.13E+02,5.13E+02,,,,
27,915210424,Glissando,Return,FlickRight,7,Correct,7.93E+02,1.00E+03,2.11E+02,2.11E+02,,,,
27,915210551,Glissando,Return,FlickDown,0,Incorrect,7.92E+01,1.00E+03,9.25E+02,9.25E+02,,,,
27,915210551,Glissando,Return,FlickDown,1,Correct,1.59E+03,1.00E+03,-5.85E+02,5.85E+02,,,,
27,915210551,Glissando,Return,FlickDown,2,Correct,8.18E+02,1.00E+03,1.86E+02,1.86E+02,,,,
27,915210551,Glissando,Return,FlickDown,3,Correct,1.15E+03,1.00E+03,-1.47E+02,1.47E+02,,,,
27,915210551,Glissando,Return,FlickDown,4,Correct,4.85E+02,1.00E+03,5.19E+02,5.19E+02,,,,
27,915210551,Glissando,Return,FlickDown,5,Correct,5.96E+02,1.00E+03,4.08E+02,4.08E+02,,,,
48,912041542,Glissando,First,FlickLeft,0,Correct,6.71E+02,1.01E+03,3.34E+02,3.34E+02,,,,
48,912041542,Glissando,First,FlickLeft,1,Correct,5.40E+02,1.01E+03,4.65E+02,4.65E+02,,,,
48,912041542,Glissando,First,FlickLeft,2,Correct,6.24E+02,1.01E+03,3.81E+02,3.81E+02,,,,
48,912041542,Glissando,First,FlickLeft,3,Correct,1.24E+03,1.01E+03,-2.36E+02,2.36E+02,,,,
48,912041542,Glissando,First,FlickLeft,4,Correct,7.13E+02,1.01E+03,2.92E+02,2.92E+02,,,,
48,912041801,Glissando,First,FlickUp,0,Correct,8.85E+02,1.01E+03,1.22E+02,1.22E+02,,,,
48,912041801,Glissando,First,FlickUp,1,Correct,6.61E+02,1.01E+03,3.46E+02,3.46E+02,,,,
48,912041801,Glissando,First,FlickUp,2,Correct,8.31E+02,1.01E+03,1.76E+02,1.76E+02,,,,
48,912041801,Glissando,First,FlickUp,3,Correct,7.53E+02,1.01E+03,2.54E+02,2.54E+02,,,,
48,912041801,Glissando,First,FlickUp,4,Correct,7.48E+02,1.01E+03,2.59E+02,2.59E+02,,,,
48,912041858,Glissando,First,DoubleFlip,0,Correct,9.08E+02,1.00E+03,9.60E+01,9.60E+01,,,,
48,912041858,Glissando,First,DoubleFlip,1,Correct,7.89E+02,1.00E+03,2.15E+02,2.15E+02,,,,
